encounter_id,probe,date,Dn_1d,Dn_radial,Dn_shift,EB_1d,EB_radial
2018-10-23_tha,tha,2018-10-23,5.472300,1.382300,-4.090000,11.483900,3.041900
2018-10-25_thd,thd,2018-10-25,1.762100,1.915500,0.153400,2.601100,1.316700
2018-10-16_tha,tha,2018-10-16,2.831800,2.251200,-0.580600,3.086300,2.758000
2018-10-25_tha,tha,2018-10-25,0.163100,1.197900,1.034800,4.923800,1.066200
2018-10-24_tha,tha,2018-10-24,0.852400,0.793800,-0.058600,2.267300,1.844300
2018-10-30_thd,thd,2018-10-30,5.347700,5.380100,0.032400,4.589400,4.684100
2018-10-28_the,the,2018-10-28,1.505300,1.390600,-0.114700,1.381500,1.415700
2018-10-31_the,the,2018-10-31,4.740200,4.649200,-0.091000,5.391900,5.791700
2018-11-01_tha,tha,2018-11-01,0.013500,1.426200,1.412700,4.243200,0.770700
2018-11-02_thd,thd,2018-11-02,5.782400,5.999700,0.217300,3.210500,3.419000
2018-11-02_the,the,2018-11-02,3.943700,2.332100,-1.611600,3.804000,1.969500
2018-10-27_thd,thd,2018-10-27,1.795300,1.528200,-0.267100,2.811400,2.233600
2018-10-27_the,the,2018-10-27,0.134300,2.117700,1.983400,9.946300,7.536100
2018-10-30_the,the,2018-10-30,1.186600,1.124100,-0.062500,1.493100,2.100200
2018-11-03_the,the,2018-11-03,1.008000,1.119700,0.111700,2.008400,1.347300
2018-10-29_thd,thd,2018-10-29,0.794600,0.345200,-0.449400,1.476700,2.561800
2018-11-06_thd,thd,2018-11-06,0.059700,1.338200,1.278500,3.051600,0.949900
2018-11-01_thd,thd,2018-11-01,1.605200,1.465000,-0.140200,0.829600,0.730500
2018-11-04_the,the,2018-11-04,4.392200,4.436800,0.044600,4.871100,4.596800
2018-11-07_the,the,2018-11-07,0.067900,1.148200,1.080300,4.184600,1.599900
2018-11-03_thd,thd,2018-11-03,5.025800,4.856200,-0.169600,4.685300,4.989300
2018-11-08_thd,thd,2018-11-08,0.033900,0.833600,0.799700,3.744900,1.978500
2018-11-09_thd,thd,2018-11-09,0.121500,1.517900,1.396400,3.738800,1.154500
2018-11-09_the,the,2018-11-09,0.093500,1.009200,0.915700,5.943100,1.930900
2018-11-07_thd,thd,2018-11-07,0.028600,0.906200,0.877600,4.628000,2.373500
2018-11-10_thd,thd,2018-11-10,0.276000,1.197600,0.921600,3.896800,1.152000
2018-11-05_thd,thd,2018-11-05,2.548600,2.281500,-0.267100,3.658500,4.597900
2018-11-06_the,the,2018-11-06,3.032800,2.539700,-0.493100,3.480300,2.969500
2018-11-11_the,the,2018-11-11,0.912700,0.917300,0.004600,1.745000,1.371800
2018-11-12_thd,thd,2018-11-12,0.503900,1.307600,0.803700,4.641700,1.308300
2018-10-29_the,the,2018-10-29,1.436000,1.442000,0.006000,1.880900,2.369300
2019-10-04_thd,thd,2019-10-04,4.379500,4.293600,-0.085900,3.193500,2.490800
2019-10-16_tha,tha,2019-10-16,0.060700,1.955000,1.894300,4.690100,1.134500
2019-10-11_thd,thd,2019-10-11,1.159600,0.992500,-0.167100,1.110700,1.615200
2019-10-18_thd,thd,2019-10-18,1.554700,0.941700,-0.613000,1.934600,2.426400
2019-10-24_thd,thd,2019-10-24,0.338700,6.185100,5.846400,12.364300,4.612300
2019-10-26_thd,thd,2019-10-26,1.143500,4.551100,3.407600,11.778600,4.263200
2019-10-30_the,the,2019-10-30,1.326600,7.376900,6.050300,15.417000,6.075600
2019-10-25_the,the,2019-10-25,1.318800,1.255000,-0.063800,1.612700,1.595000
2019-10-29_thd,thd,2019-10-29,0.551600,5.317700,4.766100,14.478400,6.503700
2019-10-24_the,the,2019-10-24,0.228800,0.969300,0.740500,3.758700,1.288200
2019-10-30_tha,tha,2019-10-30,6.402200,5.865200,-0.537000,4.613900,5.211800
2019-10-25_tha,tha,2019-10-25,0.303000,1.249300,0.946300,3.694600,1.509800
2019-10-26_tha,tha,2019-10-26,0.749400,1.306900,0.557500,6.751600,1.662000
2019-10-29_the,the,2019-10-29,0.073000,0.930300,0.857300,2.719700,1.330600
2019-10-31_the,the,2019-10-31,0.161800,9.620300,9.458500,20.177900,7.696000
2019-10-28_thd,thd,2019-10-28,0.166800,5.587300,5.420500,4.216100,6.402100
2019-11-03_thd,thd,2019-11-03,2.443000,1.537800,-0.905200,2.738500,2.900600
2019-11-05_the,the,2019-11-05,0.046800,1.103100,1.056300,3.790400,1.597100
2019-11-03_the,the,2019-11-03,0.024400,1.122000,1.097600,5.387900,1.088400
2019-11-06_the,the,2019-11-06,0.855700,1.178000,0.322300,2.799700,1.613800
2019-11-04_thd,thd,2019-11-04,0.040900,0.745000,0.704100,3.649700,2.249800
2019-11-04_the,the,2019-11-04,0.046900,1.136400,1.089500,3.572900,1.464700
2019-10-31_thd,thd,2019-10-31,0.053400,1.016300,0.962900,0.860900,1.184700
2019-11-10_the,the,2019-11-10,1.170600,1.143000,-0.027600,1.157700,1.272900
2019-11-07_thd,thd,2019-11-07,1.045000,0.867900,-0.177100,5.236300,5.364600
2019-11-08_the,the,2019-11-08,1.006300,0.951800,-0.054500,1.429200,1.572100
2019-11-06_thd,thd,2019-11-06,1.781700,1.767500,-0.014200,2.197500,2.319800
2019-11-11_thd,thd,2019-11-11,4.248700,0.181200,-4.067500,4.736200,4.716800
2019-11-10_tha,tha,2019-11-10,0.607100,0.669300,0.062200,3.287400,2.605200
2019-11-09_the,the,2019-11-09,1.187900,1.157800,-0.030100,1.129600,1.250200
2019-11-05_thd,thd,2019-11-05,1.124700,0.328600,-0.796100,1.520800,2.543600
2019-11-05_tha,tha,2019-11-05,0.877100,0.913200,0.036100,1.198400,1.129000
2019-11-12_the,the,2019-11-12,0.261500,0.185200,-0.076300,1.538100,1.446000
2019-10-30_thd,thd,2019-10-30,0.060900,0.788000,0.727100,1.617300,1.312600
2019-11-28_tha,tha,2019-11-28,1.077100,1.183500,0.106400,1.416200,1.316100
2019-11-23_tha,tha,2019-11-23,0.915700,1.385800,0.470100,1.971700,1.691900
2019-11-22_tha,tha,2019-11-22,0.883500,1.183000,0.299500,1.984600,1.815200
2019-11-29_tha,tha,2019-11-29,2.089600,0.025700,-2.063900,9.595200,2.614000
2019-11-24_tha,tha,2019-11-24,0.901100,0.726200,-0.174900,1.200500,1.598600
2019-11-28_thd,thd,2019-11-28,1.559200,1.204000,-0.355200,1.370400,1.800800
2019-12-02_the,the,2019-12-02,1.165900,1.226400,0.060500,1.061300,1.035600
2019-11-30_tha,tha,2019-11-30,0.174600,0.026300,-0.148300,14.508300,2.394900
2019-11-30_the,the,2019-11-30,1.562300,1.444800,-0.117500,1.367600,1.649100
2019-12-01_tha,tha,2019-12-01,1.043900,4.766900,3.723000,6.119900,2.552000
2019-12-03_the,the,2019-12-03,1.102100,1.026000,-0.076100,0.974800,1.075900
2019-12-04_the,the,2019-12-04,0.804800,1.072300,0.267500,1.808600,1.482300
2019-12-03_thd,thd,2019-12-03,1.277300,1.222600,-0.054700,1.479900,1.639500
2019-12-06_thd,thd,2019-12-06,0.839200,1.365800,0.526600,2.668100,1.904500
2019-12-05_the,the,2019-12-05,0.014600,1.026000,1.011400,5.929600,1.571600
2019-12-10_thd,thd,2019-12-10,0.086700,1.161900,1.075200,2.490700,1.266800
2019-12-08_the,the,2019-12-08,0.032800,1.590100,1.557300,2.273000,0.864700
2019-12-09_the,the,2019-12-09,0.018900,1.271700,1.252800,4.062800,1.298000
2019-12-11_the,the,2019-12-11,0.121900,3.831500,3.709600,14.046100,6.062600
2019-12-15_thd,thd,2019-12-15,3.455500,3.384900,-0.070600,4.770500,4.913400
2019-12-18_the,the,2019-12-18,0.040300,1.097600,1.057300,2.496000,0.937400
2019-12-18_thd,thd,2019-12-18,0.052300,1.705000,1.652700,4.659200,1.711200
2019-12-19_thd,thd,2019-12-19,0.079400,1.366300,1.286900,4.719900,1.400200
2020-12-06_tha,tha,2020-12-06,0.036200,2.385900,2.349700,2.522200,0.620800
2020-12-09_tha,tha,2020-12-09,2.732400,2.145400,-0.587000,3.700100,2.039100
2020-12-09_the,the,2020-12-09,0.015300,1.466600,1.451300,3.588300,1.237600
2020-12-09_thd,thd,2020-12-09,0.040700,4.824600,4.783900,11.037000,4.490000
2020-12-12_tha,tha,2020-12-12,1.064200,1.066900,0.002700,1.290500,1.289800
2020-12-10_thd,thd,2020-12-10,1.245700,1.353300,0.107600,2.058000,1.790400
2020-12-13_tha,tha,2020-12-13,0.038500,0.036800,-0.001700,2.617900,2.697000
2020-12-10_the,the,2020-12-10,0.068800,0.990000,0.921200,4.105100,2.018500
2020-12-10_tha,tha,2020-12-10,1.276400,1.285200,0.008800,1.750000,1.863500
2020-12-16_thd,thd,2020-12-16,1.450800,1.786200,0.335400,1.095200,1.010400
2020-12-17_tha,tha,2020-12-17,1.031000,1.022700,-0.008300,2.138100,2.206900
2020-12-16_the,the,2020-12-16,1.866400,1.872700,0.006300,1.258500,1.024800
2020-12-18_thd,thd,2020-12-18,1.205700,1.226100,0.020400,0.991000,0.973500
2020-12-18_the,the,2020-12-18,1.086600,1.099800,0.013200,1.027100,0.975800
2020-12-16_tha,tha,2020-12-16,2.149700,2.312400,0.162700,1.730300,1.867700
2020-12-06_thd,thd,2020-12-06,0.048200,2.022600,1.974400,2.857200,0.689200
2020-12-20_tha,tha,2020-12-20,0.914200,0.925300,0.011100,0.844000,0.820400
2020-12-20_thd,thd,2020-12-20,0.946100,0.932200,-0.013900,0.828000,0.806100
2020-12-17_the,the,2020-12-17,0.394000,0.650400,0.256400,3.778200,3.431500
2020-12-21_thd,thd,2020-12-21,1.787200,1.807300,0.020100,1.617400,1.640100
2020-12-22_the,the,2020-12-22,1.241800,1.350600,0.108800,2.085400,2.184700
2020-12-17_thd,thd,2020-12-17,1.036000,1.021700,-0.014300,1.929000,2.044100
2020-12-15_thd,thd,2020-12-15,0.714700,1.373700,0.659000,2.212900,1.378200
2020-12-26_the,the,2020-12-26,0.648200,0.620700,-0.027500,2.470700,2.581700
2020-12-25_the,the,2020-12-25,1.320200,1.315800,-0.004400,1.303300,1.343300
2021-01-03_thd,thd,2021-01-03,1.415200,1.438800,0.023600,0.415600,0.391600
2021-01-04_tha,tha,2021-01-04,1.309100,1.357400,0.048300,1.082300,1.067200
2020-12-21_the,the,2020-12-21,1.127300,1.197600,0.070300,1.674300,1.756100
2021-01-06_tha,tha,2021-01-06,6.319700,6.341300,0.021600,5.710900,5.865600
2021-01-04_thd,thd,2021-01-04,1.392500,1.404600,0.012100,0.948800,0.950800
2021-01-07_thd,thd,2021-01-07,0.824400,0.803300,-0.021100,1.994300,1.960000
2021-01-07_the,the,2021-01-07,1.173000,1.184100,0.011100,1.243000,1.250000
2021-01-06_thd,thd,2021-01-06,0.798200,0.796000,-0.002200,1.854900,1.844300
2021-01-12_thd,thd,2021-01-12,0.981800,1.061100,0.079300,1.809300,1.576000
2021-01-11_tha,tha,2021-01-11,0.621000,0.904500,0.283500,1.976000,1.960500
2021-01-13_tha,tha,2021-01-13,0.041400,1.179300,1.137900,3.481000,1.737700
2021-01-09_the,the,2021-01-09,1.208200,1.198800,-0.009400,1.009100,1.027500
2021-01-14_the,the,2021-01-14,1.016900,1.086300,0.069400,1.971100,1.885900
2021-01-14_thd,thd,2021-01-14,0.024500,0.033300,0.008800,4.544100,3.431900
2021-01-15_thd,thd,2021-01-15,0.009100,1.014900,1.005800,4.201500,0.508500
2021-01-15_the,the,2021-01-15,0.712800,0.821300,0.108500,2.620400,1.827600
2021-01-16_the,the,2021-01-16,0.036800,0.951800,0.915000,3.401300,1.539800
2021-01-18_thd,thd,2021-01-18,0.011000,1.080300,1.069300,6.442600,1.711500
2021-01-13_the,the,2021-01-13,1.015400,1.078900,0.063500,1.987800,1.893700
2021-01-13_thd,thd,2021-01-13,0.026300,0.035500,0.009200,3.701900,3.477600
2021-01-07_tha,tha,2021-01-07,0.832600,0.877100,0.044500,1.727800,1.738700
2021-01-17_thd,thd,2021-01-17,0.019300,1.057900,1.038600,7.901400,1.476100
2021-01-18_tha,tha,2021-01-18,0.009400,1.020900,1.011500,7.142900,1.754800
2021-01-17_the,the,2021-01-17,0.021800,1.001200,0.979400,6.480200,1.294600
2021-01-19_tha,tha,2021-01-19,0.028900,1.055000,1.026100,6.739000,2.489300
2021-01-18_the,the,2021-01-18,0.009300,1.195600,1.186300,5.922300,1.738900
2021-01-19_the,the,2021-01-19,0.017200,1.127800,1.110600,3.489300,1.451500
2021-01-16_tha,tha,2021-01-16,0.010700,1.103500,1.092800,5.276800,1.265000
2021-01-14_tha,tha,2021-01-14,0.026700,1.320900,1.294200,5.140700,1.796900
2021-01-20_the,the,2021-01-20,0.018800,0.960500,0.941700,3.087300,1.329900
2021-01-12_the,the,2021-01-12,0.977900,0.984800,0.006900,1.734800,1.762200
2021-01-16_thd,thd,2021-01-16,0.015700,0.977700,0.962000,4.719000,1.092700
2021-01-19_thd,thd,2021-01-19,0.018600,0.995800,0.977200,3.795500,1.831900
2021-01-23_the,the,2021-01-23,0.016000,1.095800,1.079800,4.720900,1.656400
2021-02-06_thd,thd,2021-02-06,0.041100,1.172900,1.131800,3.616400,1.806600
2021-02-06_tha,tha,2021-02-06,0.067100,1.594900,1.527800,3.962300,1.569300
2021-02-07_thd,thd,2021-02-07,0.079900,1.170000,1.090100,3.137600,1.536300
2021-02-07_the,the,2021-02-07,0.051700,0.898300,0.846600,3.829700,0.678700
2021-02-06_the,the,2021-02-06,0.208300,1.075000,0.866700,3.108800,0.773000
2021-02-07_tha,tha,2021-02-07,0.067500,1.207900,1.140400,6.282200,1.498500
2021-12-29_thd,thd,2021-12-29,0.735200,5.859600,5.124400,2.115100,1.071000
2021-12-29_tha,tha,2021-12-29,0.552400,6.824100,6.271700,3.326900,1.367900
2021-12-30_tha,tha,2021-12-30,0.505000,6.320700,5.815700,3.414400,1.421200
2021-12-30_the,the,2021-12-30,0.288500,11.781500,11.493000,3.103100,1.363000
2021-12-30_thd,thd,2021-12-30,0.573400,4.336400,3.763000,3.075600,1.202900
2022-01-14_thd,thd,2022-01-14,0.010800,1.434100,1.423300,2.053900,1.247900
2022-01-14_the,the,2022-01-14,0.121200,0.453900,0.332700,2.658700,2.365200
2022-01-14_tha,tha,2022-01-14,0.402400,0.883100,0.480700,2.445100,2.407900
2022-01-17_tha,tha,2022-01-17,0.057300,1.002400,0.945100,5.212900,1.420200
2022-01-09_tha,tha,2022-01-09,2.424800,33.396300,30.971500,2.646700,0.718700
2022-01-15_tha,tha,2022-01-15,0.778400,0.883300,0.104900,2.443300,2.466800
2022-01-15_thd,thd,2022-01-15,1.250200,1.497100,0.246900,2.193000,1.484000
2022-01-15_the,the,2022-01-15,0.144600,0.554800,0.410200,2.529000,2.334900
2022-01-19_tha,tha,2022-01-19,0.655300,9.272700,8.617400,16.275300,4.855900
2022-01-21_thd,thd,2022-01-21,0.072300,0.928600,0.856300,2.655000,1.521100
2022-01-19_thd,thd,2022-01-19,0.228900,1.874600,1.645700,5.379200,1.118100
2022-01-24_tha,tha,2022-01-24,1.097500,1.103600,0.006100,1.644000,1.694000
2022-01-21_tha,tha,2022-01-21,0.918300,1.036800,0.118500,1.638200,1.573500
2022-01-25_the,the,2022-01-25,7.835700,7.534200,-0.301500,4.537500,4.536000
2022-01-26_tha,tha,2022-01-26,1.213900,1.236500,0.022600,1.164300,1.149800
2022-01-27_the,the,2022-01-27,2.782500,2.801500,0.019000,5.797200,6.067400
2022-01-25_thd,thd,2022-01-25,9.775500,9.913500,0.138000,3.328300,3.434100
2022-01-26_the,the,2022-01-26,0.897600,1.050300,0.152700,1.282500,0.973700
2022-02-01_thd,thd,2022-02-01,0.670300,0.605800,-0.064500,1.564200,1.666200
2022-02-01_tha,tha,2022-02-01,0.938600,0.942000,0.003400,1.529200,1.596900
2022-02-01_the,the,2022-02-01,0.826200,0.794000,-0.032200,1.833700,1.846300
2022-01-27_thd,thd,2022-01-27,3.195200,3.206600,0.011400,5.429300,5.552300
2022-01-22_tha,tha,2022-01-22,1.069600,1.106300,0.036700,1.648900,1.483900
2022-01-28_the,the,2022-01-28,0.771900,0.787500,0.015600,1.551800,1.575900
2022-01-28_thd,thd,2022-01-28,0.786700,0.748000,-0.038700,1.666500,1.732100
2022-01-26_thd,thd,2022-01-26,1.088700,1.048600,-0.040100,1.013400,1.019500
2022-02-15_thd,thd,2022-02-15,0.178200,1.023200,0.845000,2.195300,1.670800
2022-02-16_tha,tha,2022-02-16,0.953700,0.985600,0.031900,1.978000,1.965500
2022-02-15_tha,tha,2022-02-15,0.067000,0.071600,0.004600,2.262000,2.170600
2022-02-13_tha,tha,2022-02-13,0.936600,0.955300,0.018700,1.705200,1.702700
2022-02-21_tha,tha,2022-02-21,0.821100,0.892900,0.071800,1.233400,1.168700
2022-02-21_the,the,2022-02-21,0.919100,0.906700,-0.012400,1.204800,1.226500
2022-02-20_tha,tha,2022-02-20,0.879200,0.891300,0.012100,1.278100,1.279400
2022-02-16_thd,thd,2022-02-16,1.064600,1.162600,0.098000,1.775300,1.602300
2022-02-19_thd,thd,2022-02-19,1.363600,1.387800,0.024200,1.793000,1.825300
2022-02-22_thd,thd,2022-02-22,1.250400,1.291500,0.041100,1.636300,1.638200
2022-02-22_tha,tha,2022-02-22,1.053500,1.191500,0.138000,1.812400,1.411200
2022-02-26_thd,thd,2022-02-26,0.023900,1.073100,1.049200,4.462800,1.450900
2022-02-20_the,the,2022-02-20,0.958900,0.949400,-0.009500,1.419500,1.457600
2022-02-21_thd,thd,2022-02-21,0.516400,0.704100,0.187700,1.659600,1.511300
2022-02-19_tha,tha,2022-02-19,1.584600,1.626000,0.041400,1.401400,1.392100
2022-02-27_thd,thd,2022-02-27,0.054800,0.775400,0.720600,3.405400,2.335700
2022-02-28_the,the,2022-02-28,0.687500,0.685500,-0.002000,1.572900,1.573600
2022-02-23_the,the,2022-02-23,0.779700,0.739300,-0.040400,0.984600,1.124800
2022-02-27_the,the,2022-02-27,0.525700,0.705900,0.180200,2.404100,2.151000
2022-02-23_thd,thd,2022-02-23,0.525900,0.609600,0.083700,1.676100,1.715800
2022-02-20_thd,thd,2022-02-20,0.862400,0.835100,-0.027300,2.056100,2.016400
2022-03-05_thd,thd,2022-03-05,0.219200,3.204500,2.985300,2.127600,3.214700
2022-03-05_the,the,2022-03-05,0.130800,1.030100,0.899300,2.281100,5.039700
2022-02-27_tha,tha,2022-02-27,0.064000,0.578900,0.514900,2.705800,1.669200
2022-03-04_thd,thd,2022-03-04,0.078000,1.160600,1.082600,3.796700,1.111200
2022-02-25_the,the,2022-02-25,0.036800,0.749100,0.712300,2.049200,1.612400
2022-03-04_the,the,2022-03-04,0.062600,1.388000,1.325400,4.183000,1.521400
2022-03-11_the,the,2022-03-11,0.158100,1.504400,1.346300,2.279000,0.987700
2022-02-26_the,the,2022-02-26,1.128100,1.180600,0.052500,1.562900,1.254700
2022-03-13_tha,tha,2022-03-13,0.515300,4.424300,3.909000,7.862000,4.338100
2022-03-13_the,the,2022-03-13,0.421700,4.834200,4.412500,7.481300,4.449900
2022-03-13_thd,thd,2022-03-13,0.312300,4.758000,4.445700,9.916300,4.784300
2023-02-15_the,the,2023-02-15,0.157800,1.368400,1.210600,3.546500,0.810400
2023-02-15_tha,tha,2023-02-15,0.136000,1.309500,1.173500,3.473700,1.275400
2023-02-15_thd,thd,2023-02-15,0.143000,1.356500,1.213500,3.548700,0.791400
2023-02-24_tha,tha,2023-02-24,0.146500,0.526900,0.380400,3.565500,2.234900
2023-02-24_the,the,2023-02-24,0.313200,1.200800,0.887600,3.886000,1.064800
2023-02-24_thd,thd,2023-02-24,0.202700,0.970400,0.767700,4.310200,1.456400
2023-02-27_tha,tha,2023-02-27,4.766700,4.677100,-0.089600,5.850800,5.394200
2023-02-27_the,the,2023-02-27,1.476900,6.767700,5.290800,19.899100,5.444600
2023-02-23_tha,tha,2023-02-23,0.101100,1.389800,1.288700,3.717500,1.057600
2023-03-03_the,the,2023-03-03,0.120000,1.038800,0.918800,2.236300,1.120900
2023-03-05_thd,thd,2023-03-05,0.419200,0.862600,0.443400,2.913600,1.948400
2023-03-02_thd,thd,2023-03-02,0.253800,1.150700,0.896900,4.094300,2.097200
2023-03-03_tha,tha,2023-03-03,0.320500,0.974400,0.653900,1.793600,1.281800
2023-02-27_thd,thd,2023-02-27,1.692200,6.287000,4.594800,17.692700,5.625900
2023-03-06_tha,tha,2023-03-06,0.613400,0.763800,0.150400,1.681500,1.596100
2023-03-05_tha,tha,2023-03-05,0.785500,0.793800,0.008300,1.611900,1.547100
2023-03-11_thd,thd,2023-03-11,0.501200,0.524800,0.023600,1.930900,1.861500
2023-03-10_thd,thd,2023-03-10,0.157600,0.137800,-0.019800,1.561000,1.572100
2023-03-11_tha,tha,2023-03-11,0.743800,0.677000,-0.066800,1.895700,2.276100
2023-03-13_thd,thd,2023-03-13,0.547000,0.530100,-0.016900,1.629800,1.664300
2023-03-02_tha,tha,2023-03-02,0.129500,0.898600,0.769100,4.190900,1.449900
2023-03-12_the,the,2023-03-12,2.286200,2.388500,0.102300,7.079300,6.925800
2023-03-04_tha,tha,2023-03-04,0.080000,0.079000,-0.001000,2.321700,2.110600
2023-03-13_the,the,2023-03-13,0.573000,0.555500,-0.017500,1.580400,1.618700
2023-03-09_tha,tha,2023-03-09,0.776100,0.733000,-0.043100,1.333200,1.494700
2023-03-02_the,the,2023-03-02,0.377000,0.727600,0.350600,3.745800,2.310100
2023-03-10_tha,tha,2023-03-10,0.335500,0.024500,-0.311000,1.486500,1.614200
2023-03-18_the,the,2023-03-18,0.809100,0.826400,0.017300,1.973200,1.992000
2023-04-02_tha,tha,2023-04-02,0.880600,0.881100,0.000500,1.224400,1.315400
2023-04-02_thd,thd,2023-04-02,1.020900,0.919500,-0.101400,1.157500,1.221900
2023-04-04_tha,tha,2023-04-04,1.096400,1.114100,0.017700,1.719200,1.674700
2023-04-03_tha,tha,2023-04-03,1.181500,1.098300,-0.083200,1.321600,1.464800
2023-04-01_tha,tha,2023-04-01,0.708200,0.709300,0.001100,1.814500,1.836900
2023-04-06_tha,tha,2023-04-06,0.031500,0.679300,0.647800,2.272300,1.714100
2023-04-05_tha,tha,2023-04-05,0.814400,1.023500,0.209100,2.174400,1.538100
2023-04-03_thd,thd,2023-04-03,1.207400,1.082800,-0.124600,1.399000,1.436200
2023-04-06_thd,thd,2023-04-06,0.698200,0.745500,0.047300,1.863900,2.020200
2023-04-04_thd,thd,2023-04-04,1.189700,1.229400,0.039700,2.051000,2.052900
2023-04-10_thd,thd,2023-04-10,0.307900,0.445100,0.137200,6.138900,6.648200
2023-04-11_thd,thd,2023-04-11,0.927400,1.083000,0.155600,1.700100,1.159200
2023-04-12_the,the,2023-04-12,1.059500,1.128800,0.069300,1.489600,1.298800
2023-04-12_thd,thd,2023-04-12,0.025500,1.281500,1.256000,2.243000,0.707500
2023-04-13_thd,thd,2023-04-13,0.056100,1.125800,1.069700,2.911200,1.214800
2023-04-11_tha,tha,2023-04-11,0.044800,0.975800,0.931000,3.096900,1.254600
2023-04-13_the,the,2023-04-13,0.932300,1.132200,0.199900,1.744100,1.430900
2023-04-06_the,the,2023-04-06,0.651400,1.839300,1.187900,3.165000,4.918900
2023-04-14_the,the,2023-04-14,0.021100,0.964400,0.943300,2.067600,1.456500
2023-04-17_thd,thd,2023-04-17,0.015700,0.952500,0.936800,4.090900,1.823200
2023-04-17_the,the,2023-04-17,0.017600,1.142000,1.124400,3.800900,1.337700
2023-04-11_the,the,2023-04-11,1.022200,1.055300,0.033100,1.468100,1.395200
2023-04-17_tha,tha,2023-04-17,0.021400,0.997800,0.976400,4.627900,1.441700
2023-04-05_the,the,2023-04-05,0.801900,0.860000,0.058100,2.051900,1.943700
2023-04-15_the,the,2023-04-15,0.014900,0.623900,0.609000,2.924400,2.371000
2023-04-19_thd,thd,2023-04-19,0.176900,1.288700,1.111800,2.234900,1.354400
2023-04-19_the,the,2023-04-19,0.072900,1.090500,1.017600,2.152400,1.086200
2023-04-14_thd,thd,2023-04-14,0.026000,1.142800,1.116800,2.216900,1.481900
2023-04-10_tha,tha,2023-04-10,0.700900,1.889700,1.188800,7.409400,6.148200
2023-04-24_tha,tha,2023-04-24,2.666200,0.192200,-2.474000,1.705600,1.036200
2023-04-24_thd,thd,2023-04-24,0.862400,0.645600,-0.216800,1.210200,1.341100
2024-03-03_the,the,2024-03-03,0.006700,1.699000,1.692300,2.160800,1.119600
2024-03-03_tha,tha,2024-03-03,0.006900,1.981400,1.974500,2.405800,0.972900
2024-03-03_thd,thd,2024-03-03,0.012200,1.438500,1.426300,2.021500,1.086000
2024-03-23_thd,thd,2024-03-23,0.105300,0.525300,0.420000,4.260700,2.092700
2024-03-25_tha,tha,2024-03-25,2.284000,3.777800,1.493800,35.804100,10.424700
2024-04-14_tha,tha,2024-04-14,0.011800,0.894700,0.882900,3.033000,1.274400
2024-04-15_tha,tha,2024-04-15,0.013800,0.895200,0.881400,2.735500,1.275500
2024-04-17_tha,tha,2024-04-17,1.168000,1.227300,0.059300,2.069700,1.907200
2024-04-18_tha,tha,2024-04-18,0.983800,0.994100,0.010300,1.760800,1.753500
2024-04-18_thd,thd,2024-04-18,0.037600,0.930500,0.892900,3.054400,1.835000
2024-04-18_the,the,2024-04-18,0.036000,0.799700,0.763700,2.641300,1.862700
2024-04-19_thd,thd,2024-04-19,1.298300,1.653400,0.355100,1.522800,1.326800
2024-04-19_the,the,2024-04-19,1.541500,1.232200,-0.309300,1.128900,1.285700
2024-04-16_tha,tha,2024-04-16,4.451700,4.831800,0.380100,5.334500,4.790500
2024-04-16_the,the,2024-04-16,0.027100,3.390700,3.363600,3.374800,4.879900
2024-04-17_thd,thd,2024-04-17,0.036900,0.984600,0.947700,4.011300,2.720800
2024-04-17_the,the,2024-04-17,0.026900,1.283400,1.256500,4.840900,1.065400
2024-04-27_thd,thd,2024-04-27,0.494900,0.487500,-0.007400,1.188700,1.252700
2024-04-28_thd,thd,2024-04-28,1.316700,1.296800,-0.019900,1.053700,1.087300
2024-04-15_the,the,2024-04-15,0.674400,0.898800,0.224400,2.110200,1.332100
2024-04-28_the,the,2024-04-28,1.130500,1.131700,0.001200,0.930300,0.917800
2024-04-27_the,the,2024-04-27,0.586500,0.578400,-0.008100,2.686300,2.618400
2024-04-26_the,the,2024-04-26,1.126100,2.912700,1.786600,1.370300,1.594400
2024-05-07_thd,thd,2024-05-07,1.047400,1.052300,0.004900,1.195200,1.236800
2024-05-16_tha,tha,2024-05-16,1.119000,0.990000,-0.129000,1.286700,1.217800
2024-05-18_tha,tha,2024-05-18,1.655200,1.690700,0.035500,1.090600,1.072600
2024-05-16_thd,thd,2024-05-16,0.505200,0.576300,0.071100,0.720900,0.753300
2024-05-18_thd,thd,2024-05-18,1.646000,1.701500,0.055500,0.999500,0.995600
2024-05-16_the,the,2024-05-16,0.947900,0.954400,0.006500,1.249800,1.270200
2024-05-18_the,the,2024-05-18,1.196500,1.238400,0.041900,1.316300,1.310000
2024-05-19_the,the,2024-05-19,0.663700,0.699600,0.035900,1.242900,1.265800
2024-05-17_tha,tha,2024-05-17,0.545000,0.515100,-0.029900,1.796500,1.815900
2024-05-19_tha,tha,2024-05-19,0.638100,0.706100,0.068000,1.266800,1.286100
2024-05-22_the,the,2024-05-22,1.263500,1.222900,-0.040600,0.731600,0.814900
2024-05-23_tha,tha,2024-05-23,0.970900,1.150600,0.179700,1.252000,1.071700
2024-05-23_the,the,2024-05-23,1.223500,1.186100,-0.037400,0.770700,0.857200
2024-05-24_the,the,2024-05-24,0.462700,0.559600,0.096900,1.403100,1.345800
2024-05-31_tha,tha,2024-05-31,0.080600,1.217400,1.136800,5.549700,1.700400
