nullA_raw,nullA_rat,nullA_cone,nullA_sza,nullA_t_bg,nullA_v_bg,nullB_raw,nullB_rat,nullB_cone,nullB_sza,nullB_t_bg,nullB_v_bg
7.435491561889648,0.7183781684961317,-1.5500000000000043,0.5500000000000007,-29.566124970446737,-10.453420639038086,3.665585517883301,0.46078193728666594,-2.1000000000000085,-0.8499999999999979,-15.256535914772797,-6.90233039855957
6.870977401733398,0.46078453720755475,1.3000000000000043,0.40000000000000036,-8.45163461974812,-12.102127075195327,8.39055347442627,0.20670162042891915,1.5999999999999943,1.4000000000000004,-2.3756549429590166,-3.723743438720689
7.592485427856445,0.5896788229709942,-1.6000000000000014,-0.5,-25.45638279119521,-11.13155364990233,6.6024169921875,0.25886413329319113,0.15000000000000568,0.6500000000000004,-3.2605565650177084,5.0351409912109375
4.529010772705082,0.45831744669793606,1.8000000000000043,0.9000000000000004,-10.87397310609208,-7.309112548828125,7.075433731079102,0.49433288361878924,-1.1000000000000014,0.40000000000000036,-14.348748353622966,-1.94549560546875
5.244951248168945,0.41303124723293916,2.500000000000007,-0.09999999999999964,-25.853751843825762,-8.824966430664077,7.871530532836914,0.46559174186430186,0.14999999999999147,1.5999999999999996,-30.97174136632833,-6.087018966674805
7.79313325881958,0.6898547771109431,1.8000000000000043,0.3999999999999986,-5.5311149612671215,-3.8633060455322266,6.704281806945801,0.489328033900319,-0.30000000000000426,0.9000000000000004,-27.00435802329656,-8.481365203857422
4.195837020874023,0.5147421710392348,-1.3500000000000085,1.3000000000000007,-2.9254019726208753,-5.276584625244141,6.329421520233154,0.41303124723293916,4.3999999999999915,0.75,-20.07282591515252,-8.425128936767578
4.274698257446289,0.3675341702465986,0.30000000000001137,0.6000000000000014,-18.917244217877567,-17.727096557617188,6.05589485168457,0.4766589784020123,1.499999999999993,0.6000000000000014,-2.4682258527113845,-0.3362236022949361
7.0263671875,0.4925693981556156,1.7999999999999972,0.1999999999999993,-20.23760137693921,-1.5344696044922017,7.109488487243652,0.588157195705076,1.499999999999993,0.05000000000000071,-31.13785885765438,-5.419950485229492
11.001317977905273,0.776597723979966,1.0999999999999943,1.7499999999999982,-9.161195443056926,-3.195802688598633,5.688014984130859,0.39266074074954727,1.8000000000000043,-1.6000000000000014,-11.213385263956297,-3.4002151489257812
8.276441574096683,0.6655294032215187,0.10000000000000853,0.6000000000000014,-13.559819471060962,-10.937694549560533,6.322223663330075,0.6827065645329622,-1.7000000000000028,1.25,-13.903876527410404,-12.912965774536119
8.42866325378418,0.8127857904970002,1.499999999999993,-0.09999999999999964,-12.048638735435077,-12.877243041992173,7.945346832275391,0.6304829000896537,1.8999999999999986,1.1999999999999993,-13.824456693647647,-11.199447631835938
8.108726501464844,0.5092654613252585,3.700000000000003,1.4499999999999993,-16.857929090760933,-7.046855926513672,6.146248817443848,0.8080721531879442,-0.9000000000000057,-0.29999999999999893,-27.043620204719332,-9.86764526367189
5.771856307983402,0.430711980751151,1.000000000000007,0.9000000000000004,-13.972143151443646,-3.1918182373046733,5.723490238189697,0.16287534095577572,1.7000000000000028,0.6000000000000014,-25.297078151370386,-5.856863021850586
9.170478820800781,0.4602746612911406,1.499999999999993,1.75,-41.96667474199188,-4.942998886108398,4.719734191894535,0.18650788216394343,1.6000000000000014,0.6000000000000014,-27.468036090685416,-6.480136871337876
5.103364944458008,0.5832845781054297,1.1999999999999957,1.8000000000000007,-12.526038792146466,-7.3914031982421875,6.521607398986816,0.553990083292085,1.4500000000000028,-1.8999999999999986,-26.8548323248302,-11.814353942871094
6.9837541580200195,0.5782658168563173,2.8500000000000014,-0.8999999999999986,-12.264953950702477,-6.1436004638671875,4.089780807495117,0.17934455067417954,3.9000000000000057,-2.5999999999999996,-25.070192217161065,-11.675262451171875
10.026815414428714,0.9194826703796704,-1.000000000000007,-0.40000000000000036,-11.573164293010706,-2.636390686035142,9.599470615386963,0.6798868153409661,-1.1500000000000128,2.049999999999999,-44.945812952497306,-4.378940582275391
5.771856307983402,0.5803796858910295,-0.30000000000000426,0.6000000000000014,-14.680340269170728,-2.44586563110353,7.069304466247559,0.6631393205938743,3.450000000000003,-1.6500000000000021,-19.168520672843414,-8.181291580200195
7.7741241455078125,0.41286771259972443,6.199999999999996,0.1999999999999993,-11.648363165506197,-3.209186553955078,7.998991966247559,0.6686131246561957,1.500000000000007,0.5,-19.870118717013327,-9.43222045898439
9.086851119995117,0.5239967461523993,1.5,1.0,-15.854610506703182,-5.756099700927734,7.678720474243164,0.402104624527595,1.6000000000000085,0.29999999999999893,-6.825756773049022,-2.0418472290039062
7.614618301391602,0.7634527895872769,-0.8000000000000043,0.6000000000000014,-13.562602576721389,-3.4002151489257812,4.7461838722229,-0.0412847008223407,4.700000000000017,2.5,-33.21860726641688,-0.1880340576171875
6.758060455322266,0.5804480688167417,2.1000000000000085,-0.5,-22.588449846157687,-8.95718002319336,7.1794586181640625,0.45543268771793466,-2.75,-0.8499999999999979,-7.532652357348326,-4.891918182373047
4.131960868835449,0.44750837932618737,-3.9000000000000057,0.6000000000000014,-18.380019766719272,-7.991661071777344,6.297949314117432,0.6306343591105947,0.9500000000000028,-0.15000000000000036,5.787374570851767,-2.38341903686522
5.625094413757324,0.7408793478178137,-2.4000000000000057,-0.3000000000000007,2.592015551483513,-1.7542743682861328,5.675124168395996,0.17020630077082055,2.1999999999999957,0.9000000000000004,-21.870399909905387,-4.273998260498033
7.847620487213135,0.2931176732105669,-1.3500000000000085,0.9499999999999993,2.006841680863886,-2.2896728515625,5.132440567016605,0.39726600854982097,-0.8000000000000043,-0.6999999999999993,-16.255814050911113,-10.458564758300795
8.19564056396484,0.5478209370493898,-0.8000000000000043,0.1999999999999993,-15.633214768306487,-8.415874481201186,7.025775909423828,0.44193327188557907,-1.3999999999999986,0.40000000000000036,-12.282741958534217,-4.365528106689453
10.547727108001709,0.8439358983900345,1.9000000000000057,-1.299999999999999,-21.284532006213198,-12.707622528076158,7.563879013061523,0.37192966615114464,-1.0,1.6500000000000004,-8.70046081965279,-2.0916194915771484
4.3368964195251465,0.4263689554084622,-1.0000000000000142,1.0999999999999996,-4.544532185538685,-1.751058578491211,4.533805847167972,0.5118925714021239,-2.000000000000007,-0.1999999999999993,-30.54267995118633,-10.405525207519545
7.998991966247559,0.7013654362322796,1.1000000000000014,-0.40000000000000036,0.18483924237531824,-4.8607254028320455,3.162931442260742,0.5764846060413538,0.8000000000000114,-1.4000000000000004,-12.048638735435077,-7.3675155639648295
5.771856307983402,0.4535647844965913,-1.0,0.6000000000000014,-16.255814050911113,-3.723743438720689,7.525922775268555,0.42640859866644343,6.549999999999997,-0.15000000000000036,-31.341411843488174,-17.331775665283203
4.069470405578613,0.42371008718781766,1.6999999999999957,1.299999999999999,-11.727747888362643,-9.069198608398423,4.342072010040283,0.630071151501566,-2.700000000000003,-1.0999999999999979,-0.24535257879909977,1.260629653930664
6.662384986877441,0.5449151912856052,-1.0,0.5999999999999996,-24.783927421036907,-11.527404785156236,6.927802562713623,0.6232372536314648,6.400000000000006,0.5500000000000007,-14.700113767422323,-10.582576751708984
7.446104049682617,0.5056204194029155,-1.3999999999999986,-0.6999999999999993,-2.4912751008511975,-3.1918182373046733,2.707347393035885,0.3899727356918059,2.0,0.8000000000000007,-11.610763729258451,1.0221061706542969
6.103151321411133,0.3633108442775854,3.8000000000000043,0.5,-1.0385729158906258,-4.273998260498033,6.225950241088867,0.4172206164767802,-0.7000000000000028,-0.05000000000000071,-4.355873008981888,1.4556617736816406
8.336992263793945,0.4952517456295502,-4.3999999999999915,-1.8500000000000014,-12.316464743096532,-1.5590801239013672,6.256423950195309,0.5082148385752134,6.5,1.5999999999999996,-12.659489623253478,-10.650356292724624
8.36158561706543,0.7411870818714026,-1.3000000000000114,1.1999999999999993,-9.300523699995892,-1.5526371002197266,4.913187026977539,0.5262428431000723,-0.9500000000000028,0.15000000000000036,-19.96770674909905,-10.378135681152344
6.095964431762692,0.5604286622477219,-2.3000000000000043,-0.9000000000000004,-7.0321583407015,-5.048595428466811,7.080659866333011,0.4969664453269118,0.10000000000000853,-0.6999999999999993,-30.990325299023993,-1.174476623535142
4.886981010437012,0.11575081562981726,-2.6000000000000085,0.5,-12.24470568026527,-1.0285491943359375,4.063710212707523,0.5351874761267492,3.6000000000000014,-2.5999999999999996,-28.96534320409927,-17.62374877929686
6.674030303955075,0.6443081408853972,1.5999999999999943,-0.09999999999999964,-6.452410068176675,-7.867218017578125,6.870977401733398,0.12911716411091856,-2.5,0.5,-9.259236315046195,5.321540832519517
6.010051727294918,0.5799877116206162,-0.6000000000000014,0.8000000000000007,-17.69237590074877,-3.654563903808608,6.548482894897457,0.7685478842855771,1.3999999999999986,0.6000000000000014,2.1929509983187643,1.18218994140625
7.489870071411133,0.43684514561104626,2.3000000000000114,1.6499999999999986,-40.386937698268554,-16.113580703735337,6.259820938110352,0.25886413329319113,-2.200000000000003,-0.6500000000000004,12.447773087739279,5.8543243408203125
4.42584753036499,0.21679416055802125,6.700000000000003,-0.6999999999999993,-11.758247046840353,-9.638042449951172,7.978960037231445,0.6246233197443876,-2.500000000000014,0.5500000000000007,-25.36974116413893,-8.669981002807617
5.544528961181641,0.7475301625122657,1.25,0.3999999999999986,-10.099432776213519,-4.783607482910156,4.711554050445557,0.25886413329319113,-0.75,-0.6999999999999993,-17.7802535002794,-9.315439224243164
6.9170427322387695,0.44193327188557907,-1.1000000000000014,-0.8999999999999986,-12.267273872292549,-11.855228424072266,7.056522846221924,0.547662214813923,0.14999999999999147,0.15000000000000036,-20.28687404140868,-14.406793594360352
4.5395660400390625,0.4213983246065869,-2.3999999999999986,0.5,-12.247165942870794,-8.0386962890625,6.395801544189453,0.495045341979949,1.5999999999999943,0.9000000000000004,-7.15577726111303,-3.287567138671875
5.458125591278076,0.4301411461888067,-1.1500000000000057,0.6999999999999993,-10.496646725625283,-1.9186344146728516,6.565968036651611,0.4614986321358292,1.1500000000000057,-1.1499999999999986,-5.068708192501987,-5.586008071899414
6.192061424255371,0.39349099664702925,1.3499999999999943,0.24999999999999822,-13.29558287320873,-7.928060531616211,4.155036926269531,0.37536766328929705,-0.30000000000001137,-0.9000000000000004,-13.059765193182358,-7.68744277954103
7.706533432006836,0.45410551504844454,-0.8000000000000043,0.5,-30.348809700220613,-10.546514511108398,8.56458568572998,0.6298358218313722,9.450000000000003,1.6499999999999986,-37.530473896759815,-7.71522331237793
6.238452911376957,0.793481878189962,1.6999999999999957,-0.7999999999999989,-38.460323504691246,-14.125183105468736,5.405099868774414,0.683437662905316,0.6500000000000057,0.7000000000000011,-7.370386482018489,-1.3712348937988281
4.162223815917972,0.3153170400835976,0.8000000000000043,2.1999999999999993,-14.33962581136953,-7.197738647460952,4.069080352783203,0.6188883536328542,0.0,0.7000000000000011,-0.5424869946498347,-1.413360595703125
7.559534072875973,0.601292325138608,0.10000000000000853,-0.6999999999999993,-4.609819854357539,-2.1133079528808594,6.173950672149658,0.6127817413417143,1.6000000000000014,-1.3999999999999986,-12.732705795940063,-14.555747985839844
6.381380081176754,0.5043252778750946,3.799999999999997,1.4000000000000004,-8.739568810926556,3.30615234375,7.585430145263672,0.48591571875780026,4.500000000000007,0.8000000000000007,-27.254339252146877,-10.06628799438478
