eid,sza_med,Dn_1d,Dn_radial,dDn,EB_1d,EB_radial
2018-10-30_thd,18.23340795823644,5.3477,5.3801,0.032399999999999984,4.5894,4.6841
2018-10-28_the,18.000723728262347,1.5053,1.3906,-0.11470000000000002,1.3815,1.4157
2018-10-31_the,19.57646379938502,4.7402,4.6492,-0.0909999999999993,5.3919,5.7917
2018-11-01_tha,22.706963031261914,0.0135,1.4262,1.4126999999999998,4.2432,0.7707
2018-11-02_thd,18.732118365960194,5.7824,5.9997,0.21729999999999983,3.2105,3.419
2018-11-02_the,19.49782967342011,3.9437,2.3321,-1.6116000000000001,3.804,1.9695
2018-10-27_thd,17.505026381091096,1.7953,1.5282,-0.2670999999999999,2.8114,2.2336
2018-10-27_the,18.986071263843964,0.1343,2.1177,1.9834,9.9463,7.5361
2018-10-30_the,19.322073502330728,1.1866,1.1241,-0.0625,1.4931,2.1002
2018-11-03_the,20.09990108793714,1.008,1.1197,0.11169999999999991,2.0084,1.3473
2018-10-29_thd,17.47206637406469,0.7946,0.3452,-0.44939999999999997,1.4767,2.5618
2018-11-06_thd,20.094726943126652,0.0597,1.3382,1.2785,3.0516,0.9499
2018-11-01_thd,19.41764620684923,1.6052,1.465,-0.14019999999999988,0.8296,0.7305
2018-11-04_the,20.839754097010303,4.3922,4.4368,0.04459999999999997,4.8711,4.5968
2018-11-07_the,20.809042339531576,0.0679,1.1482,1.0803,4.1846,1.5999
2018-11-03_thd,19.39001824346405,5.0258,4.8562,-0.16959999999999997,4.6853,4.9893
2018-11-08_thd,19.953052557245112,0.0339,0.8336,0.7997,3.7449,1.9785
2018-11-09_thd,20.409726397634625,0.1215,1.5179,1.3964,3.7388,1.1545
2018-11-09_the,22.147964566092416,0.0935,1.0092,0.9157000000000001,5.9431,1.9309
2018-11-07_thd,20.08655768277671,0.0286,0.9062,0.8776,4.628,2.3735
2018-11-10_thd,20.91122299438397,0.276,1.1976,0.9216,3.8968,1.152
2018-11-05_thd,19.155822237523886,2.5486,2.2815,-0.2671000000000001,3.6585,4.5979
2018-11-06_the,22.47814455680804,3.0328,2.5397,-0.4931000000000001,3.4803,2.9695
2018-11-11_the,23.46277854112857,0.9127,0.9173,0.0046000000000000485,1.745,1.3718
2018-11-12_thd,20.461252098195104,0.5039,1.3076,0.8037000000000001,4.6417,1.3083
2018-10-29_the,18.614480637529752,1.436,1.442,0.006000000000000005,1.8809,2.3693
2019-10-04_thd,27.93178539874187,4.3795,4.2936,-0.08590000000000053,3.1935,2.4908
2019-10-16_tha,19.90208440125536,0.0607,1.955,1.8943,4.6901,1.1345
2019-10-11_thd,24.975128490613415,1.1596,0.9925,-0.16709999999999992,1.1107,1.6152
2019-10-18_thd,22.18292005164772,1.5547,0.9417,-0.613,1.9346,2.4264
2019-10-24_thd,14.37458813833343,0.3387,6.1851,5.8464,12.3643,4.6123
2019-10-26_thd,13.928902242614893,1.1435,4.5511,3.4076,11.7786,4.2632
2019-10-30_the,17.500789955499258,1.3266,7.3769,6.0503,15.417,6.0756
2019-10-25_the,18.61894413719266,1.3188,1.255,-0.06380000000000008,1.6127,1.595
2019-10-29_thd,14.566972405689377,0.5516,5.3177,4.766100000000001,14.4784,6.5037
2019-10-24_the,15.97434410522244,0.2288,0.9693,0.7405,3.7587,1.2882
2019-10-30_tha,20.467388283250834,6.4022,5.8652,-0.5369999999999999,4.6139,5.2118
2019-10-25_tha,18.883988296630967,0.303,1.2493,0.9463000000000001,3.6946,1.5098
2019-10-26_tha,19.01857690468713,0.7494,1.3069,0.5575,6.7516,1.662
2019-10-29_the,17.0001923674314,0.073,0.9303,0.8573000000000001,2.7197,1.3306
2019-10-31_the,16.639822797822838,0.1618,9.6203,9.4585,20.1779,7.696
2019-10-28_thd,14.571605451263636,0.1668,5.5873,5.4205,4.2161,6.4021
2019-11-03_thd,15.713344930288526,2.443,1.5378,-0.9052,2.7385,2.9006
2019-11-05_the,17.558434615259653,0.0468,1.1031,1.0563,3.7904,1.5971
2019-11-03_the,17.8036575142011,0.0244,1.122,1.0976000000000001,5.3879,1.0884
2019-11-06_the,17.52222813086995,0.8557,1.178,0.3222999999999999,2.7997,1.6138
2019-11-04_thd,15.924839512362224,0.0409,0.745,0.7041,3.6497,2.2498
2019-11-04_the,17.602005451949086,0.0469,1.1364,1.0895000000000001,3.5729,1.4647
2019-10-31_thd,15.395318161094904,0.0534,1.0163,0.9629,0.8609,1.1847
2019-11-10_the,18.230788354532653,1.1706,1.143,-0.02760000000000007,1.1577,1.2729
2019-11-07_thd,15.997505345782724,1.045,0.8679,-0.17709999999999992,5.2363,5.3646
2019-11-08_the,18.397616054861757,1.0063,0.9518,-0.05449999999999999,1.4292,1.5721
2019-11-06_thd,15.859558135387985,1.7817,1.7675,-0.01419999999999999,2.1975,2.3198
2019-11-11_thd,17.89033533419891,4.2487,0.1812,-4.067500000000001,4.7362,4.7168
2019-11-10_tha,21.178489942830208,0.6071,0.6693,0.06220000000000003,3.2874,2.6052
2019-11-09_the,18.236854231946097,1.1879,1.1578,-0.030100000000000016,1.1296,1.2502
2019-11-05_thd,15.444962835686127,1.1247,0.3286,-0.7961,1.5208,2.5436
2019-11-05_tha,21.25962719440873,0.8771,0.9132,0.03610000000000002,1.1984,1.129
2019-11-12_the,18.603461479286683,0.2615,0.1852,-0.0763,1.5381,1.446
2019-10-30_thd,14.839111588340725,0.0609,0.788,0.7271000000000001,1.6173,1.3126
2019-11-28_tha,21.626657314528686,1.0771,1.1835,0.10640000000000005,1.4162,1.3161
2019-11-23_tha,21.60641008843775,0.9157,1.3858,0.47009999999999996,1.9717,1.6919
2019-11-22_tha,21.716084513880464,0.8835,1.183,0.2995000000000001,1.9846,1.8152
2019-11-29_tha,21.287250697385407,2.0896,0.0257,-2.0639,9.5952,2.614
2019-11-24_tha,21.355189830747815,0.9011,0.7262,-0.17490000000000006,1.2005,1.5986
2019-11-28_thd,17.627330163496175,1.5592,1.204,-0.35519999999999996,1.3704,1.8008
2019-12-02_the,19.031500163464408,1.1659,1.2264,0.0605,1.0613,1.0356
2019-11-30_tha,21.292609852126073,0.1746,0.0263,-0.14830000000000002,14.5083,2.3949
2019-11-30_the,19.11522256223056,1.5623,1.4448,-0.11749999999999994,1.3676,1.6491
2019-12-01_tha,20.844833447768156,1.0439,4.7669,3.723,6.1199,2.552
2019-12-03_the,19.175452411430403,1.1021,1.026,-0.07610000000000006,0.9748,1.0759
2019-12-04_the,18.895810977682853,0.8048,1.0723,0.26750000000000007,1.8086,1.4823
2019-12-03_thd,16.631391060448117,1.2773,1.2226,-0.05470000000000019,1.4799,1.6395
2019-12-06_thd,16.21113972045833,0.8392,1.3658,0.5266,2.6681,1.9045
2019-12-05_the,19.103391718599816,0.0146,1.026,1.0114,5.9296,1.5716
2019-12-10_thd,16.260633051758838,0.0867,1.1619,1.0752,2.4907,1.2668
2019-12-08_the,18.893363053127047,0.0328,1.5901,1.5573000000000001,2.273,0.8647
2019-12-09_the,18.58603646273136,0.0189,1.2717,1.2528000000000001,4.0628,1.298
2019-12-11_the,17.91829416487625,0.1219,3.8315,3.7096,14.0461,6.0626
2019-12-15_thd,21.882709556451985,3.4555,3.3849,-0.07059999999999977,4.7705,4.9134
2019-12-18_the,17.829634567810707,0.0403,1.0976,1.0573,2.496,0.9374
2019-12-18_thd,16.19451644540445,0.0523,1.705,1.6527,4.6592,1.7112
2019-12-19_thd,14.57728091286101,0.0794,1.3663,1.2869000000000002,4.7199,1.4002
2020-12-06_tha,11.850535461352038,0.0362,2.3859,2.3497,2.5222,0.6208
2020-12-09_tha,10.911118672969527,2.7324,2.1454,-0.5870000000000002,3.7001,2.0391
2020-12-09_the,12.119070855179874,0.0153,1.4666,1.4512999999999998,3.5883,1.2376
2020-12-09_thd,10.337456455126746,0.0407,4.8246,4.7839,11.037,4.49
2020-12-12_tha,11.13214695211652,1.0642,1.0669,0.0026999999999999247,1.2905,1.2898
2020-12-10_thd,10.27646350858964,1.2457,1.3533,0.10759999999999992,2.058,1.7904
2020-12-13_tha,10.954105662541041,0.0385,0.0368,-0.0017000000000000001,2.6179,2.697
2020-12-10_the,12.137725697483356,0.0688,0.99,0.9212,4.1051,2.0185
2020-12-10_tha,10.906585182719342,1.2764,1.2852,0.008799999999999919,1.75,1.8635
2020-12-16_thd,10.296298629217944,1.4508,1.7862,0.3353999999999999,1.0952,1.0104
2020-12-17_tha,9.874965703397782,1.031,1.0227,-0.008299999999999974,2.1381,2.2069
2020-12-16_the,11.827009475500256,1.8664,1.8727,0.006299999999999972,1.2585,1.0248
2020-12-18_thd,10.127666489583394,1.2057,1.2261,0.020399999999999974,0.991,0.9735
2020-12-18_the,11.66708905641854,1.0866,1.0998,0.0132000000000001,1.0271,0.9758
2020-12-16_tha,10.106924661505353,2.1497,2.3124,0.16269999999999962,1.7303,1.8677
2020-12-06_thd,11.170376805894017,0.0482,2.0226,1.9744000000000002,2.8572,0.6892
2020-12-20_tha,9.8793296116054,0.9142,0.9253,0.011099999999999999,0.844,0.8204
2020-12-20_thd,10.430230831766972,0.9461,0.9322,-0.013900000000000023,0.828,0.8061
2020-12-17_the,11.540843228306208,0.394,0.6504,0.25639999999999996,3.7782,3.4315
2020-12-21_thd,10.304223584059912,1.7872,1.8073,0.020100000000000007,1.6174,1.6401
2020-12-22_the,11.250715453770468,1.2418,1.3506,0.10880000000000001,2.0854,2.1847
2020-12-17_thd,10.01863923899442,1.036,1.0217,-0.01429999999999998,1.929,2.0441
2020-12-15_thd,10.527676040561149,0.7147,1.3737,0.6589999999999999,2.2129,1.3782
2020-12-26_the,10.911716196580011,0.6482,0.6207,-0.02749999999999997,2.4707,2.5817
2020-12-25_the,10.775707140477877,1.3202,1.3158,-0.0043999999999999595,1.3033,1.3433
2021-01-03_thd,9.168365099419457,1.4152,1.4388,0.023600000000000065,0.4156,0.3916
2021-01-04_tha,7.190744471747754,1.3091,1.3574,0.04830000000000001,1.0823,1.0672
2020-12-21_the,11.637110644984606,1.1273,1.1976,0.07030000000000003,1.6743,1.7561
2021-01-06_tha,7.313255688498781,6.3197,6.3413,0.021600000000000286,5.7109,5.8656
2021-01-04_thd,9.129210104876394,1.3925,1.4046,0.0121,0.9488,0.9508
2021-01-07_thd,8.494372268392253,0.8244,0.8033,-0.021100000000000008,1.9943,1.96
2021-01-07_the,9.00499691230783,1.173,1.1841,0.011099999999999888,1.243,1.25
2021-01-06_thd,8.833704524841115,0.7982,0.796,-0.0021999999999999797,1.8549,1.8443
2021-01-12_thd,8.211596062366054,0.9818,1.0611,0.07929999999999993,1.8093,1.576
2021-01-11_tha,5.929978938057895,0.621,0.9045,0.2835,1.976,1.9605
2021-01-13_tha,5.486231135881799,0.0414,1.1793,1.1379,3.481,1.7377
2021-01-09_the,8.644635159877655,1.2082,1.1988,-0.009399999999999853,1.0091,1.0275
2021-01-14_the,7.915424097097494,1.0169,1.0863,0.06940000000000013,1.9711,1.8859
2021-01-14_thd,7.957795500976315,0.0245,0.0333,0.008800000000000002,4.5441,3.4319
2021-01-15_thd,7.312462125670419,0.0091,1.0149,1.0057999999999998,4.2015,0.5085
2021-01-15_the,7.420624899439386,0.7128,0.8213,0.10850000000000004,2.6204,1.8276
2021-01-16_the,7.249158542505866,0.0368,0.9518,0.915,3.4013,1.5398
2021-01-18_thd,7.526796713310608,0.011,1.0803,1.0693000000000001,6.4426,1.7115
2021-01-13_the,7.920870958731141,1.0154,1.0789,0.06349999999999989,1.9878,1.8937
2021-01-13_thd,7.801051685793513,0.0263,0.0355,0.009199999999999996,3.7019,3.4776
2021-01-07_tha,6.229989110096459,0.8326,0.8771,0.044499999999999984,1.7278,1.7387
2021-01-17_thd,7.325823457523271,0.0193,1.0579,1.0386,7.9014,1.4761
2021-01-18_tha,4.611331497927143,0.0094,1.0209,1.0114999999999998,7.1429,1.7548
2021-01-17_the,7.377389752646954,0.0218,1.0012,0.9794,6.4802,1.2946
2021-01-19_tha,4.411076412515865,0.0289,1.055,1.0261,6.739,2.4893
2021-01-18_the,7.457597166896383,0.0093,1.1956,1.1863,5.9223,1.7389
2021-01-19_the,7.306016492103584,0.0172,1.1278,1.1105999999999998,3.4893,1.4515
2021-01-16_tha,4.323080662039166,0.0107,1.1035,1.0928,5.2768,1.265
2021-01-14_tha,4.953980108676862,0.0267,1.3209,1.2942,5.1407,1.7969
2021-01-20_the,6.865920265085111,0.0188,0.9605,0.9417,3.0873,1.3299
2021-01-12_the,8.397355988367035,0.9779,0.9848,0.006900000000000017,1.7348,1.7622
2021-01-16_thd,7.132093119517189,0.0157,0.9777,0.962,4.719,1.0927
2021-01-19_thd,7.499204691034471,0.0186,0.9958,0.9772000000000001,3.7955,1.8319
2021-01-23_the,5.768482778755097,0.016,1.0958,1.0798,4.7209,1.6564
2021-02-06_thd,12.402517084731018,0.0411,1.1729,1.1318000000000001,3.6164,1.8066
2021-02-06_tha,16.001817389493798,0.0671,1.5949,1.5278,3.9623,1.5693
2021-02-07_thd,8.2060557263048,0.0799,1.17,1.0900999999999998,3.1376,1.5363
2021-02-07_the,5.529606871083663,0.0517,0.8983,0.8466,3.8297,0.6787
2021-02-06_the,14.79173409162634,0.2083,1.075,0.8666999999999999,3.1088,0.773
2021-02-07_tha,9.959781983126602,0.0675,1.2079,1.1404,6.2822,1.4985
2021-12-29_thd,14.666494183143929,0.7352,5.8596,5.1244000000000005,2.1151,1.071
2021-12-29_tha,9.568466190014675,0.5524,6.8241,6.271699999999999,3.3269,1.3679
2021-12-30_tha,9.91205705191085,0.505,6.3207,5.8157000000000005,3.4144,1.4212
2021-12-30_the,14.963751297443418,0.2885,11.7815,11.492999999999999,3.1031,1.363
2021-12-30_thd,17.178654929277936,0.5734,4.3364,3.7630000000000003,3.0756,1.2029
2022-01-14_thd,11.572965626514481,0.0108,1.4341,1.4233,2.0539,1.2479
2022-01-14_the,9.937195854838958,0.1212,0.4539,0.3327,2.6587,2.3652
2022-01-14_tha,7.120666351052717,0.4024,0.8831,0.4807,2.4451,2.4079
2022-01-17_tha,6.663654401293456,0.0573,1.0024,0.9450999999999999,5.2129,1.4202
2022-01-09_tha,6.689222452276427,2.4248,33.3963,30.971499999999995,2.6467,0.7187
2022-01-15_tha,6.963257126318603,0.7784,0.8833,0.1049,2.4433,2.4668
2022-01-15_thd,12.120661630307445,1.2502,1.4971,0.24690000000000012,2.193,1.484
2022-01-15_the,10.079023565416984,0.1446,0.5548,0.41019999999999995,2.529,2.3349
2022-01-19_tha,7.223757421486224,0.6553,9.2727,8.6174,16.2753,4.8559
2022-01-21_thd,11.489939252439926,0.0723,0.9286,0.8563,2.655,1.5211
2022-01-19_thd,11.619318736407962,0.2289,1.8746,1.6457000000000002,5.3792,1.1181
2022-01-24_tha,6.330729494202441,1.0975,1.1036,0.006099999999999994,1.644,1.694
2022-01-21_tha,6.894255699983136,0.9183,1.0368,0.11849999999999994,1.6382,1.5735
2022-01-25_the,8.842866308849917,7.8357,7.5342,-0.3014999999999999,4.5375,4.536
2022-01-26_tha,6.719431050328865,1.2139,1.2365,0.022599999999999953,1.1643,1.1498
2022-01-27_the,9.174468978890426,2.7825,2.8015,0.018999999999999684,5.7972,6.0674
2022-01-25_thd,10.764522057920537,9.7755,9.9135,0.13800000000000168,3.3283,3.4341
2022-01-26_the,9.081537519777719,0.8976,1.0503,0.15270000000000006,1.2825,0.9737
2022-02-01_thd,10.209418691174355,0.6703,0.6058,-0.0645,1.5642,1.6662
2022-02-01_tha,6.013576923435528,0.9386,0.942,0.0033999999999999586,1.5292,1.5969
2022-02-01_the,8.06360484110095,0.8262,0.794,-0.032200000000000006,1.8337,1.8463
2022-01-27_thd,11.142084600498473,3.1952,3.2066,0.011400000000000077,5.4293,5.5523
2022-01-22_tha,8.104064179907885,1.0696,1.1063,0.036699999999999955,1.6489,1.4839
2022-01-28_the,9.028223564572274,0.7719,0.7875,0.015599999999999947,1.5518,1.5759
2022-01-28_thd,11.04882921721472,0.7867,0.748,-0.03869999999999996,1.6665,1.7321
2022-01-26_thd,11.016777956070234,1.0887,1.0486,-0.040100000000000025,1.0134,1.0195
2022-02-15_thd,8.700809680460946,0.1782,1.0232,0.8450000000000001,2.1953,1.6708
2022-02-16_tha,4.963374622833305,0.9537,0.9856,0.03190000000000004,1.978,1.9655
2022-02-15_tha,4.8712568124811515,0.067,0.0716,0.004599999999999993,2.262,2.1706
2022-02-13_tha,6.555787979677832,0.9366,0.9553,0.01870000000000005,1.7052,1.7027
2022-02-21_tha,4.53711705649462,0.8211,0.8929,0.07179999999999997,1.2334,1.1687
2022-02-21_the,6.399195177075825,0.9191,0.9067,-0.012400000000000078,1.2048,1.2265
2022-02-20_tha,4.81605203927098,0.8792,0.8913,0.0121,1.2781,1.2794
2022-02-16_thd,8.599561248065612,1.0646,1.1626,0.09800000000000009,1.7753,1.6023
2022-02-19_thd,8.575664756024386,1.3636,1.3878,0.0242,1.793,1.8253
2022-02-22_thd,7.75121924530724,1.2504,1.2915,0.041100000000000136,1.6363,1.6382
2022-02-22_tha,4.1948797707463195,1.0535,1.1915,0.1379999999999999,1.8124,1.4112
2022-02-26_thd,7.613978263474653,0.0239,1.0731,1.0492,4.4628,1.4509
2022-02-20_the,5.72835824673153,0.9589,0.9494,-0.009499999999999953,1.4195,1.4576
2022-02-21_thd,8.749889137258846,0.5164,0.7041,0.18769999999999998,1.6596,1.5113
2022-02-19_tha,4.9340675773755995,1.5846,1.626,0.04139999999999988,1.4014,1.3921
2022-02-27_thd,7.278516116519351,0.0548,0.7754,0.7206,3.4054,2.3357
2022-02-28_the,7.274752359287306,0.6875,0.6855,-0.0020000000000000018,1.5729,1.5736
2022-02-23_the,5.030989171548256,0.7797,0.7393,-0.04039999999999999,0.9846,1.1248
2022-02-27_the,4.748392993250574,0.5257,0.7059,0.18020000000000003,2.4041,2.151
2022-02-23_thd,7.4949211920272685,0.5259,0.6096,0.0837,1.6761,1.7158
2022-02-20_thd,8.207129997210394,0.8624,0.8351,-0.027300000000000102,2.0561,2.0164
2022-03-05_thd,6.47220949800129,0.2192,3.2045,2.9853,2.1276,3.2147
2022-03-05_the,3.967821406479616,0.1308,1.0301,0.8993,2.2811,5.0397
2022-02-27_tha,4.0481621941715735,0.064,0.5789,0.5148999999999999,2.7058,1.6692
2022-03-04_thd,6.326813242092379,0.078,1.1606,1.0826,3.7967,1.1112
2022-02-25_the,5.166563276879457,0.0368,0.7491,0.7122999999999999,2.0492,1.6124
2022-03-04_the,3.860595425297359,0.0626,1.388,1.3254,4.183,1.5214
2022-03-11_the,2.3425602570990542,0.1581,1.5044,1.3463,2.279,0.9877
2022-02-26_the,5.089661547877523,1.1281,1.1806,0.05249999999999999,1.5629,1.2547
2022-03-13_tha,4.1018076754323705,0.5153,4.4243,3.909,7.862,4.3381
2022-03-13_the,2.770875489196468,0.4217,4.8342,4.4125,7.4813,4.4499
2022-03-13_thd,5.22982000477463,0.3123,4.758,4.4457,9.9163,4.7843
2023-02-15_the,13.687163695255064,0.1578,1.3684,1.2106000000000001,3.5465,0.8104
2023-02-15_tha,13.93273770627879,0.136,1.3095,1.1735000000000002,3.4737,1.2754
2023-02-15_thd,15.395070799935768,0.143,1.3565,1.2135,3.5487,0.7914
2023-02-24_tha,13.140702481018531,0.1465,0.5269,0.38040000000000007,3.5655,2.2349
2023-02-24_the,11.3444886858882,0.3132,1.2008,0.8876000000000002,3.886,1.0648
2023-02-24_thd,13.441090264083856,0.2027,0.9704,0.7677,4.3102,1.4564
2023-02-27_tha,13.246185779971343,4.7667,4.6771,-0.0895999999999999,5.8508,5.3942
2023-02-27_the,11.652192346855456,1.4769,6.7677,5.290799999999999,19.8991,5.4446
2023-02-23_tha,13.115491606677658,0.1011,1.3898,1.2887,3.7175,1.0576
2023-03-03_the,9.979242659255119,0.12,1.0388,0.9188,2.2363,1.1209
2023-03-05_thd,11.589693365063326,0.4192,0.8626,0.4434,2.9136,1.9484
2023-03-02_thd,12.166167634977567,0.2538,1.1507,0.8969,4.0943,2.0972
2023-03-03_tha,11.944979281775353,0.3205,0.9744,0.6539,1.7936,1.2818
2023-02-27_thd,13.40663138536662,1.6922,6.287,4.5948,17.6927,5.6259
2023-03-06_tha,11.943027888991192,0.6134,0.7638,0.1504000000000001,1.6815,1.5961
2023-03-05_tha,12.055460769044165,0.7855,0.7938,0.008299999999999974,1.6119,1.5471
2023-03-11_thd,9.535926843147445,0.5012,0.5248,0.023600000000000065,1.9309,1.8615
2023-03-10_thd,9.8743051402303,0.1576,0.1378,-0.019799999999999984,1.561,1.5721
2023-03-11_tha,10.506723123475032,0.7438,0.677,-0.06679999999999997,1.8957,2.2761
2023-03-13_thd,9.328535544811484,0.547,0.5301,-0.016900000000000026,1.6298,1.6643
2023-03-02_tha,12.237077667280946,0.1295,0.8986,0.7690999999999999,4.1909,1.4499
2023-03-12_the,8.122391305174842,2.2862,2.3885,0.10230000000000006,7.0793,6.9258
2023-03-04_tha,11.979590500182757,0.08,0.079,-0.0010000000000000009,2.3217,2.1106
2023-03-13_the,8.109887542075068,0.573,0.5555,-0.01749999999999996,1.5804,1.6187
2023-03-09_tha,11.094374856868411,0.7761,0.733,-0.04310000000000003,1.3332,1.4947
2023-03-02_the,10.512295831114294,0.377,0.7276,0.3506,3.7458,2.3101
2023-03-10_tha,10.658990488326511,0.3355,0.0245,-0.311,1.4865,1.6142
2023-03-18_the,6.460356207912158,0.8091,0.8264,0.017299999999999982,1.9732,1.992
2023-04-02_tha,4.943370926035005,0.8806,0.8811,0.0004999999999999449,1.2244,1.3154
2023-04-02_thd,2.389604693427373,1.0209,0.9195,-0.10139999999999993,1.1575,1.2219
2023-04-04_tha,4.79917024063573,1.0964,1.1141,0.01770000000000005,1.7192,1.6747
2023-04-03_tha,4.881358336731612,1.1815,1.0983,-0.08319999999999994,1.3216,1.4648
2023-04-01_tha,5.21029081129939,0.7082,0.7093,0.0010999999999999899,1.8145,1.8369
2023-04-06_tha,3.899098286260952,0.0315,0.6793,0.6478,2.2723,1.7141
2023-04-05_tha,4.519107907646732,0.8144,1.0235,0.20910000000000006,2.1744,1.5381
2023-04-03_thd,2.1966388098176486,1.2074,1.0828,-0.12460000000000004,1.399,1.4362
2023-04-06_thd,1.1647113044120017,0.6982,0.7455,0.04730000000000001,1.8639,2.0202
2023-04-04_thd,2.0595993158161594,1.1897,1.2294,0.03970000000000007,2.051,2.0529
2023-04-10_thd,0.3637036189747013,0.3079,0.4451,0.1372,6.1389,6.6482
2023-04-11_thd,0.4527546741240758,0.9274,1.083,0.15559999999999996,1.7001,1.1592
2023-04-12_the,0.2807503841581439,1.0595,1.1288,0.06929999999999992,1.4896,1.2988
2023-04-12_thd,0.5942612079780913,0.0255,1.2815,1.256,2.243,0.7075
2023-04-13_thd,1.0550612694859935,0.0561,1.1258,1.0696999999999999,2.9112,1.2148
2023-04-11_tha,2.714921853661647,0.0448,0.9758,0.931,3.0969,1.2546
2023-04-13_the,0.5477792990247389,0.9323,1.1322,0.19990000000000008,1.7441,1.4309
2023-04-06_the,1.3550133954027328,0.6514,1.8393,1.1879,3.165,4.9189
2023-04-14_the,1.144148466256849,0.0211,0.9644,0.9433,2.0676,1.4565
2023-04-17_thd,3.00520661262185,0.0157,0.9525,0.9368,4.0909,1.8232
2023-04-17_the,2.360447426591388,0.0176,1.142,1.1243999999999998,3.8009,1.3377
2023-04-11_the,0.23867450204944488,1.0222,1.0553,0.03309999999999991,1.4681,1.3952
2023-04-17_tha,0.3073693302724807,0.0214,0.9978,0.9764,4.6279,1.4417
2023-04-05_the,1.7732104876402155,0.8019,0.86,0.05810000000000004,2.0519,1.9437
2023-04-15_the,3.7850233622059615,0.0149,0.6239,0.609,2.9244,2.371
2023-04-19_thd,3.1234023022169657,0.1769,1.2887,1.1118,2.2349,1.3544
2023-04-19_the,2.526867279889236,0.0729,1.0905,1.0176,2.1524,1.0862
2023-04-14_thd,1.8005842612255705,0.026,1.1428,1.1168,2.2169,1.4819
2023-04-10_tha,2.6862745025492996,0.7009,1.8897,1.1888,7.4094,6.1482
2023-04-24_tha,2.0014022807977314,2.6662,0.1922,-2.4739999999999998,1.7056,1.0362
2023-04-24_thd,5.520463100177169,0.8624,0.6456,-0.2168000000000001,1.2102,1.3411
2024-03-03_the,28.863895820787686,0.0067,1.699,1.6923000000000001,2.1608,1.1196
2024-03-03_tha,26.45134889311306,0.0069,1.9814,1.9745000000000001,2.4058,0.9729
2024-03-03_thd,27.008811790281346,0.0122,1.4385,1.4263,2.0215,1.086
2024-03-23_thd,9.00392751048146,0.1053,0.5253,0.42,4.2607,2.0927
2024-03-25_tha,8.495641101163173,2.284,3.7778,1.4938000000000002,35.8041,10.4247
2024-04-14_tha,0.3022587124767398,0.0118,0.8947,0.8829,3.033,1.2744
2024-04-15_tha,0.2959617548983552,0.0138,0.8952,0.8814,2.7355,1.2755
2024-04-17_tha,1.4537728901792037,1.168,1.2273,0.05930000000000013,2.0697,1.9072
2024-04-18_tha,1.6872462327937359,0.9838,0.9941,0.010299999999999976,1.7608,1.7535
2024-04-18_thd,5.512325276778319,0.0376,0.9305,0.8929,3.0544,1.835
2024-04-18_the,3.3780131137701592,0.036,0.7997,0.7636999999999999,2.6413,1.8627
2024-04-19_thd,5.657355981173133,1.2983,1.6534,0.35509999999999997,1.5228,1.3268
2024-04-19_the,3.461274056308837,1.5415,1.2322,-0.30930000000000013,1.1289,1.2857
2024-04-16_tha,1.0128615414523463,4.4517,4.8318,0.38010000000000055,5.3345,4.7905
2024-04-16_the,2.6184059026493594,0.0271,3.3907,3.3636,3.3748,4.8799
2024-04-17_thd,5.327255785544945,0.0369,0.9846,0.9477,4.0113,2.7208
2024-04-17_the,3.1525341666122575,0.0269,1.2834,1.2565000000000002,4.8409,1.0654
2024-04-27_thd,8.889995107378311,0.4949,0.4875,-0.007400000000000018,1.1887,1.2527
2024-04-28_thd,9.405062532796485,1.3167,1.2968,-0.01990000000000003,1.0537,1.0873
2024-04-15_the,5.9014991081246295,0.6744,0.8988,0.22440000000000004,2.1102,1.3321
2024-04-28_the,6.797580215931406,1.1305,1.1317,0.0011999999999998678,0.9303,0.9178
2024-04-27_the,6.429451711120228,0.5865,0.5784,-0.008099999999999996,2.6863,2.6184
2024-04-26_the,6.278424227269865,1.1261,2.9127,1.7866,1.3703,1.5944
2024-05-07_thd,13.610488537374472,1.0474,1.0523,0.004899999999999904,1.1952,1.2368
2024-05-16_tha,13.501051653393759,1.119,0.99,-0.129,1.2867,1.2178
2024-05-18_tha,14.08833703750891,1.6552,1.6907,0.03550000000000009,1.0906,1.0726
2024-05-16_thd,16.21458801192021,0.5052,0.5763,0.07110000000000005,0.7209,0.7533
2024-05-18_thd,16.726297679014895,1.646,1.7015,0.055500000000000105,0.9995,0.9956
2024-05-16_the,13.386621162149451,0.9479,0.9544,0.006500000000000061,1.2498,1.2702
2024-05-18_the,14.03714399295223,1.1965,1.2384,0.04190000000000005,1.3163,1.31
2024-05-19_the,14.125514356323187,0.6637,0.6996,0.03590000000000004,1.2429,1.2658
2024-05-17_tha,13.887148846936837,0.545,0.5151,-0.029900000000000038,1.7965,1.8159
2024-05-19_tha,14.236628707210576,0.6381,0.7061,0.06799999999999995,1.2668,1.2861
2024-05-22_the,15.5101808009112,1.2635,1.2229,-0.04059999999999997,0.7316,0.8149
2024-05-23_tha,16.0821467672943,0.9709,1.1506,0.17970000000000008,1.252,1.0717
2024-05-23_the,15.494580864507716,1.2235,1.1861,-0.0374000000000001,0.7707,0.8572
2024-05-24_the,15.964120000156358,0.4627,0.5596,0.09689999999999999,1.4031,1.3458
2024-05-31_tha,18.959815383220807,0.0806,1.2174,1.1368,5.5497,1.7004
