eid,probe,stage,bz,cls
2013-01-08_tha,tha,no_bg,0.2,
2013-01-08_thd,thd,no_bg,-2.3,
2013-01-08_the,the,no_bg,-2.41,
2013-01-09_tha,tha,no_bg,-2.12,
2013-01-09_thd,thd,no_bg,-1.91,
2013-01-09_the,the,no_bg,-2.32,
2013-01-10_tha,tha,no_bg,-1.96,
2013-01-10_thd,thd,no_bg,-0.32,
2013-01-10_the,the,no_bg,-0.22,
2013-01-11_thd,thd,no_bg,2.81,
2013-01-11_the,the,no_bg,-1.06,
2013-01-12_tha,tha,no_bg,2.45,
2013-01-12_thd,thd,no_bg,1.66,
2013-01-12_the,the,no_bg,1.78,
2013-01-13_tha,tha,no_bg,-0.41,
2013-01-13_thd,thd,no_shell,-3.85,
2013-01-13_the,the,no_shell,-2.94,
2013-01-14_tha,tha,no_bg,0.72,
2013-01-14_thd,thd,no_bg,-0.93,
2013-01-14_the,the,no_bg,0.34,
2013-01-15_tha,tha,no_bg,1.56,
2013-01-15_thd,thd,no_bg,-0.71,
2013-01-15_the,the,no_bg,0.63,
2013-01-16_tha,tha,no_bg,-1.17,
2013-01-16_thd,thd,no_bg,0.1,
2013-01-16_the,the,no_bg,-0.51,
2013-01-17_tha,tha,no_sheath,-9.87,
2013-01-17_thd,thd,no_shell,-4.63,
2013-01-17_the,the,no_shell,-10.53,
2013-01-18_tha,tha,no_shell,2.25,
2013-01-18_thd,thd,no_shell,6.01,
2013-01-18_the,the,no_shell,5.1,
2013-01-19_tha,tha,contrib,-0.04,AMBIGUOUS
2013-01-19_thd,thd,no_bg,0.48,
2013-01-19_the,the,no_bg,1.45,
2013-01-20_tha,tha,no_sheath,0.28,
2013-01-20_thd,thd,no_bg,-2.14,
2013-01-20_the,the,no_bg,-0.39,
2013-01-21_tha,tha,no_bg,-1.4,
2013-01-21_thd,thd,no_bg,-1.21,
2013-01-21_the,the,no_bg,-1.14,
2013-01-22_tha,tha,no_bg,0.01,
2013-01-22_thd,thd,no_sheath,-0.07,
2013-01-22_the,the,no_sheath,-0.18,
2013-01-23_tha,tha,no_bg,0.62,
2013-01-23_thd,thd,no_bg,0.34,
2013-01-23_the,the,no_sheath,0.51,
2013-01-24_tha,tha,no_bg,0.52,
2013-01-24_thd,thd,no_bg,-0.55,
2013-01-24_the,the,no_sheath,-0.26,
2013-01-25_tha,tha,no_bg,0.08,
2013-01-25_thd,thd,no_bg,-1.54,
2013-01-25_the,the,no_bg,-1.77,
2013-01-26_tha,tha,contrib,-0.27,AMBIGUOUS
2013-01-26_thd,thd,contrib,1.56,CONFIRMED_PDL
2013-01-26_the,the,contrib,0.0,AMBIGUOUS
2013-01-27_tha,tha,no_bg,0.04,
2013-01-27_thd,thd,no_bg,-1.08,
2013-01-27_the,the,no_bg,-0.15,
2013-01-28_tha,tha,no_bg,0.64,
2013-01-28_thd,thd,no_sheath,-0.63,
2013-01-28_the,the,no_sheath,-0.12,
2013-01-29_tha,tha,no_sheath,-0.69,
2013-01-29_thd,thd,no_sheath,-0.69,
2013-01-29_the,the,no_sheath,-0.87,
2013-01-30_tha,tha,no_sheath,0.26,
2013-01-30_thd,thd,no_sheath,-0.4,
2013-01-30_the,the,no_sheath,0.03,
2013-01-31_tha,tha,no_bg,0.91,
2013-01-31_thd,thd,no_sheath,-0.43,
2013-01-31_the,the,no_sheath,-0.35,
2013-02-01_tha,tha,no_bg,1.13,
2013-02-01_thd,thd,no_bg,-3.27,
2013-02-01_the,the,no_bg,2.25,
2013-02-02_tha,tha,no_bg,-3.59,
2013-02-02_thd,thd,no_bg,-0.98,
2013-02-02_the,the,no_bg,-4.22,
2013-02-03_tha,tha,no_bg,-0.1,
2013-02-03_thd,thd,no_bg,0.63,
2013-02-03_the,the,no_bg,0.83,
2013-02-04_tha,tha,no_bg,0.95,
2013-02-04_thd,thd,no_bg,1.6,
2013-02-04_the,the,no_bg,0.91,
2013-02-05_tha,tha,no_bg,-1.28,
2013-02-05_thd,thd,no_bg,2.75,
2013-02-05_the,the,no_bg,2.92,
2013-02-06_tha,tha,no_sheath,2.75,
2013-02-06_thd,thd,no_bg,-0.83,
2013-02-06_the,the,no_bg,-0.77,
2013-02-07_tha,tha,no_bg,-0.52,
2013-02-07_thd,thd,no_bg,3.06,
2013-02-07_the,the,no_bg,2.46,
2013-02-08_tha,tha,no_bg,-0.62,
2013-02-08_thd,thd,no_sheath,0.69,
2013-02-08_the,the,no_bg,0.17,
2013-02-09_tha,tha,no_bg,1.77,
2013-02-09_thd,thd,no_sheath,0.48,
2013-02-09_the,the,no_sheath,0.84,
2013-02-10_tha,tha,no_bg,-1.9,
2013-02-10_thd,thd,no_bg,-0.87,
2013-02-10_the,the,no_bg,-1.55,
2013-02-11_tha,tha,no_bg,-2.15,
2013-02-11_the,the,no_bg,0.93,
2013-02-12_tha,tha,no_sheath,-2.23,
2013-02-12_thd,thd,no_bg,-0.69,
2013-02-12_the,the,no_bg,-1.45,
2013-02-13_tha,tha,no_bg,-0.54,
2013-02-13_thd,thd,no_bg,1.69,
2013-02-13_the,the,no_bg,1.9,
2013-02-14_tha,tha,no_sheath,-0.11,
2013-02-14_thd,thd,no_bg,-3.46,
2013-02-14_the,the,no_bg,-2.91,
2013-02-15_tha,tha,no_bg,-1.2,
2013-02-15_thd,thd,no_sheath,-1.24,
2013-02-15_the,the,no_sheath,-1.17,
2013-02-16_tha,tha,no_bg,3.41,
2013-02-16_thd,thd,no_sheath,-0.58,
2013-02-16_the,the,no_sheath,-0.79,
2013-02-17_tha,tha,no_bg,-6.36,
2013-02-17_thd,thd,no_sheath,0.11,
2013-02-18_tha,tha,no_sheath,2.08,
2013-02-18_thd,thd,no_sheath,3.16,
2013-02-18_the,the,no_sheath,2.77,
2013-02-19_tha,tha,no_sheath,-2.43,
2013-02-19_thd,thd,no_sheath,0.99,
2013-02-19_the,the,no_sheath,-0.7,
2013-02-20_tha,tha,no_bg,-2.79,
2013-02-20_thd,thd,no_bg,0.76,
2013-02-20_the,the,no_bg,-0.9,
2013-02-21_tha,tha,no_bg,3.59,
2013-02-21_thd,thd,no_bg,-1.16,
2013-02-21_the,the,no_bg,1.09,
2013-02-22_tha,tha,no_bg,-2.61,
2013-02-22_thd,thd,no_bg,-2.25,
2013-02-22_the,the,no_bg,-1.98,
2013-02-23_tha,tha,no_sheath,1.34,
2013-02-23_thd,thd,no_sheath,-4.57,
2013-02-23_the,the,no_sheath,-2.48,
2013-02-24_tha,tha,no_sheath,-1.9,
2013-02-24_thd,thd,no_sheath,-0.2,
2013-02-24_the,the,no_sheath,-2.64,
2013-02-25_tha,tha,no_sheath,1.78,
2013-02-25_thd,thd,no_bg,0.67,
2013-02-25_the,the,no_sheath,0.25,
2013-02-26_tha,tha,no_bg,-0.61,
2013-02-26_thd,thd,no_sheath,-2.83,
2013-02-26_the,the,no_sheath,-1.7,
2013-02-27_tha,tha,no_sheath,-0.8,
2013-02-27_thd,thd,no_sheath,0.75,
2013-02-27_the,the,no_sheath,-0.43,
2013-02-28_tha,tha,no_bg,-1.03,
2013-02-28_thd,thd,no_bg,2.92,
2013-02-28_the,the,no_bg,-0.95,
2013-03-01_tha,tha,no_sheath,-4.14,
2013-03-01_thd,thd,no_bg,-0.84,
2013-03-01_the,the,no_bg,-0.03,
2013-03-02_tha,tha,no_sheath,-1.46,
2013-03-02_thd,thd,no_sheath,-0.37,
2013-03-02_the,the,no_bg,-1.07,
2013-03-03_tha,tha,no_sheath,-2.06,
2013-03-03_thd,thd,no_sheath,-0.19,
2013-03-03_the,the,no_sheath,-1.31,
2013-03-04_tha,tha,no_sheath,-0.67,
2013-03-04_thd,thd,no_sheath,-0.39,
2013-03-04_the,the,no_sheath,0.34,
2013-03-05_tha,tha,no_sheath,-0.92,
2013-03-05_thd,thd,no_sheath,0.35,
2013-03-05_the,the,no_sheath,-0.28,
2013-03-06_tha,tha,no_sheath,0.94,
2013-03-06_thd,thd,no_sheath,2.53,
2013-03-06_the,the,no_sheath,2.27,
2013-03-07_tha,tha,no_sheath,0.84,
2013-03-07_the,the,no_sheath,-0.98,
2013-03-08_tha,tha,no_sheath,0.14,
2013-03-08_thd,thd,no_sheath,0.51,
2013-03-08_the,the,no_sheath,0.51,
2013-03-09_tha,tha,no_sheath,-1.56,
2013-03-09_thd,thd,no_sheath,-1.11,
2013-03-09_the,the,no_bg,-1.97,
2013-03-10_tha,tha,no_sheath,-0.17,
2013-03-10_thd,thd,no_sheath,0.5,
2013-03-10_the,the,no_sheath,0.68,
2013-03-11_tha,tha,no_sheath,0.75,
2013-03-11_thd,thd,no_bg,0.02,
2013-03-11_the,the,no_sheath,-0.09,
2013-03-12_tha,tha,no_bg,-0.34,
2013-03-12_thd,thd,no_sheath,1.47,
2013-03-12_the,the,no_sheath,-0.47,
2013-03-13_tha,tha,no_sheath,-1.05,
2013-03-13_thd,thd,no_sheath,-1.15,
2013-03-13_the,the,no_sheath,-0.85,
2013-03-14_tha,tha,no_sheath,-0.61,
2013-03-14_thd,thd,no_sheath,1.2,
2013-03-14_the,the,no_sheath,2.83,
2013-03-15_tha,tha,no_bg,1.4,
2013-03-15_thd,thd,no_sheath,3.65,
2013-03-15_the,the,no_sheath,2.49,
2013-03-16_tha,tha,no_sheath,-1.73,
2013-03-16_thd,thd,no_sheath,1.77,
2013-03-16_the,the,no_sheath,-2.56,
2013-03-17_tha,tha,no_sheath,0.14,
2013-03-17_the,the,no_sheath,2.09,
2013-03-18_tha,tha,no_sheath,7.56,
2013-03-18_the,the,no_sheath,2.6,
2013-03-19_tha,tha,no_sheath,3.92,
2014-01-10_tha,tha,no_sheath,2.11,
2014-01-10_thd,thd,no_sheath,2.24,
2014-01-11_tha,tha,no_sheath,2.43,
2014-01-11_thd,thd,no_sheath,2.57,
2014-01-11_the,the,no_sheath,2.28,
2014-01-12_tha,tha,no_sheath,0.16,
2014-01-12_thd,thd,no_sheath,1.98,
2014-01-12_the,the,no_sheath,-2.1,
2014-01-13_tha,tha,no_sheath,1.94,
2014-01-13_thd,thd,no_sheath,-0.32,
2014-01-13_the,the,no_sheath,3.41,
2014-01-14_tha,tha,no_sheath,0.05,
2014-01-14_thd,thd,no_sheath,-0.21,
2014-01-14_the,the,no_sheath,0.96,
2014-01-15_tha,tha,no_sheath,-0.38,
2014-01-15_thd,thd,no_sheath,0.12,
2014-01-15_the,the,no_sheath,-0.44,
2014-01-16_tha,tha,no_sheath,-0.04,
2014-01-16_thd,thd,no_sheath,0.47,
2014-01-16_the,the,no_sheath,-0.31,
2014-01-17_tha,tha,no_sheath,-0.42,
2014-01-17_thd,thd,no_sheath,-1.69,
2014-01-17_the,the,no_sheath,0.04,
2014-01-18_tha,tha,no_sheath,-0.33,
2014-01-18_thd,thd,no_sheath,-0.49,
2014-01-18_the,the,no_sheath,0.73,
2014-01-19_tha,tha,no_sheath,0.45,
2014-01-19_thd,thd,no_sheath,0.16,
2014-01-19_the,the,no_sheath,0.66,
2014-01-20_tha,tha,no_sheath,-1.79,
2014-01-20_thd,thd,no_sheath,-2.19,
2014-01-20_the,the,no_sheath,-0.32,
2014-01-21_tha,tha,no_bg,3.76,
2014-01-21_thd,thd,no_bg,-1.96,
2014-01-21_the,the,no_bg,-0.73,
2014-01-22_tha,tha,no_sheath,2.19,
2014-01-22_thd,thd,no_sheath,-1.12,
2014-01-22_the,the,no_sheath,1.18,
2014-01-23_tha,tha,no_sheath,-1.6,
2014-01-23_thd,thd,no_sheath,-0.77,
2014-01-23_the,the,no_sheath,0.94,
2014-01-24_tha,tha,no_sheath,3.29,
2014-01-24_thd,thd,no_sheath,0.66,
2014-01-24_the,the,no_sheath,1.61,
2014-01-25_tha,tha,no_sheath,-3.62,
2014-01-25_thd,thd,no_sheath,-2.97,
2014-01-25_the,the,no_sheath,-0.81,
2014-01-26_tha,tha,no_sheath,-0.54,
2014-01-26_thd,thd,no_sheath,-3.68,
2014-01-26_the,the,no_sheath,1.08,
2014-01-27_tha,tha,no_sheath,0.51,
2014-01-27_thd,thd,no_sheath,2.76,
2014-01-27_the,the,no_sheath,0.82,
2014-01-28_tha,tha,no_sheath,-0.38,
2014-01-28_thd,thd,no_sheath,-1.3,
2014-01-28_the,the,no_sheath,-0.97,
2014-01-29_tha,tha,no_sheath,-0.95,
2014-01-29_thd,thd,no_sheath,-0.61,
2014-01-29_the,the,no_sheath,0.98,
2014-01-30_tha,tha,no_sheath,1.13,
2014-01-30_thd,thd,no_sheath,0.68,
2014-01-30_the,the,no_sheath,-0.39,
2014-01-31_tha,tha,no_sheath,0.26,
2014-01-31_thd,thd,no_sheath,0.17,
2014-01-31_the,the,no_sheath,0.79,
2014-02-01_tha,tha,no_sheath,-0.11,
2014-02-01_thd,thd,no_sheath,-0.91,
2014-02-01_the,the,no_bg,-2.68,
2014-02-02_tha,tha,no_sheath,-0.68,
2014-02-02_thd,thd,no_sheath,3.15,
2014-02-02_the,the,no_sheath,0.52,
2014-02-03_tha,tha,no_bg,-0.62,
2014-02-03_thd,thd,no_sheath,2.71,
2014-02-03_the,the,no_sheath,0.7,
2014-02-04_tha,tha,no_sheath,5.88,
2014-02-04_thd,thd,no_bg,4.17,
2014-02-04_the,the,no_sheath,-0.52,
2014-02-05_tha,tha,no_sheath,1.62,
2014-02-05_thd,thd,no_sheath,6.91,
2014-02-05_the,the,no_sheath,5.18,
2014-02-06_tha,tha,no_sheath,0.19,
2014-02-06_thd,thd,no_sheath,-3.29,
2014-02-06_the,the,no_sheath,-2.53,
2014-02-07_tha,tha,no_bg,2.19,
2014-02-07_thd,thd,no_sheath,-0.01,
2014-02-07_the,the,no_sheath,-1.45,
2014-02-08_tha,tha,no_bg,-4.59,
2014-02-08_thd,thd,no_bg,-5.03,
2014-02-08_the,the,no_bg,3.04,
2014-02-09_tha,tha,no_bg,-3.93,
2014-02-09_thd,thd,no_bg,-3.27,
2014-02-09_the,the,no_sheath,-0.59,
2014-02-10_tha,tha,no_sheath,0.03,
2014-02-10_thd,thd,no_bg,-0.69,
2014-02-10_the,the,no_sheath,-1.22,
2014-02-11_tha,tha,no_sheath,3.03,
2014-02-11_thd,thd,no_sheath,-2.09,
2014-02-11_the,the,no_sheath,-0.99,
2014-02-12_tha,tha,no_sheath,-0.23,
2014-02-12_thd,thd,no_sheath,-0.29,
2014-02-12_the,the,no_sheath,-0.15,
2014-02-13_tha,tha,no_sheath,4.49,
2014-02-13_thd,thd,no_sheath,5.54,
2014-02-13_the,the,no_sheath,5.53,
2014-02-14_tha,tha,no_sheath,3.86,
2014-02-14_thd,thd,no_sheath,2.72,
2014-02-14_the,the,no_sheath,3.42,
2014-02-15_tha,tha,no_sheath,0.43,
2014-02-15_thd,thd,no_sheath,1.89,
2014-02-15_the,the,no_shell,5.29,
2014-02-16_tha,tha,contrib,7.42,AMBIGUOUS
2014-02-16_thd,thd,no_bg,3.53,
2014-02-16_the,the,no_bg,-3.96,
2014-02-17_tha,tha,no_sheath,-0.39,
2014-02-17_thd,thd,no_sheath,1.03,
2014-02-17_the,the,no_sheath,0.38,
2014-02-18_tha,tha,no_sheath,-7.96,
2014-02-18_thd,thd,no_sheath,1.71,
2014-02-18_the,the,no_bg,-1.43,
2014-02-19_tha,tha,no_bg,5.71,
2014-02-19_thd,thd,no_bg,-9.29,
2014-02-19_the,the,contrib,2.87,AMBIGUOUS
2014-02-20_tha,tha,no_bg,0.14,
2014-02-20_thd,thd,no_bg,-3.29,
2014-02-20_the,the,no_bg,-3.02,
2014-02-21_tha,tha,no_sheath,-2.33,
2014-02-21_thd,thd,no_bg,-1.65,
2014-02-21_the,the,no_sheath,-2.44,
2014-02-22_tha,tha,no_sheath,-2.0,
2014-02-22_thd,thd,no_bg,-0.89,
2014-02-22_the,the,no_sheath,-2.44,
2014-02-23_tha,tha,no_bg,-5.54,
2014-02-23_thd,thd,no_shell,1.27,
2014-02-23_the,the,no_shell,4.24,
2014-02-24_tha,tha,no_sheath,1.25,
2014-02-24_thd,thd,no_bg,2.17,
2014-02-24_the,the,no_sheath,3.96,
2014-02-25_tha,tha,no_bg,1.52,
2014-02-25_thd,thd,no_bg,0.1,
2014-02-25_the,the,no_bg,2.21,
2014-02-26_tha,tha,no_bg,2.03,
2014-02-26_thd,thd,no_bg,1.65,
2014-02-26_the,the,no_bg,2.8,
2014-02-27_tha,tha,no_bg,2.69,
2014-02-27_thd,thd,no_shell,-3.83,
2014-02-27_the,the,contrib,-7.53,AMBIGUOUS
2014-02-28_tha,tha,contrib,3.78,AMBIGUOUS
2014-02-28_thd,thd,no_bg,1.63,
2014-02-28_the,the,no_bg,-1.45,
2014-03-01_tha,tha,no_bg,-2.39,
2014-03-01_thd,thd,no_bg,2.65,
2014-03-01_the,the,no_bg,-2.14,
2014-03-02_tha,tha,no_sheath,0.36,
2014-03-02_thd,thd,no_sheath,1.67,
2014-03-02_the,the,no_bg,1.63,
2014-03-03_tha,tha,no_bg,-3.62,
2014-03-03_thd,thd,no_bg,-2.13,
2014-03-03_the,the,no_bg,-0.37,
2014-03-04_tha,tha,no_bg,-0.59,
2014-03-04_thd,thd,no_bg,2.79,
2014-03-04_the,the,no_bg,0.6,
2014-03-05_tha,tha,no_bg,0.78,
2014-03-05_thd,thd,no_bg,2.64,
2014-03-05_the,the,no_bg,0.82,
2014-03-06_tha,tha,no_sheath,0.56,
2014-03-06_thd,thd,no_sheath,1.94,
2014-03-06_the,the,no_sheath,-1.07,
2014-03-07_tha,tha,no_sheath,0.5,
2014-03-07_thd,thd,no_sheath,1.66,
2014-03-07_the,the,no_sheath,2.45,
2014-03-08_tha,tha,no_sheath,-0.29,
2014-03-08_thd,thd,no_sheath,0.29,
2014-03-08_the,the,no_sheath,0.45,
2014-03-09_tha,tha,no_sheath,1.35,
2014-03-09_thd,thd,no_bg,-0.64,
2014-03-09_the,the,no_sheath,0.62,
2014-03-10_tha,tha,no_bg,-2.08,
2014-03-10_thd,thd,no_bg,-0.44,
2014-03-10_the,the,no_bg,-0.47,
2014-03-11_tha,tha,no_bg,-0.76,
2014-03-11_thd,thd,no_bg,-1.94,
2014-03-11_the,the,no_bg,0.11,
2014-03-12_tha,tha,no_bg,-1.51,
2014-03-12_thd,thd,no_bg,-2.47,
2014-03-12_the,the,no_bg,-2.35,
2014-03-13_tha,tha,no_bg,3.65,
2014-03-13_thd,thd,no_bg,2.19,
2014-03-13_the,the,no_shell,-6.98,
2014-03-14_tha,tha,no_bg,-0.03,
2014-03-14_thd,thd,no_bg,2.37,
2014-03-14_the,the,no_bg,2.83,
2014-03-15_tha,tha,no_sheath,-0.44,
2014-03-15_thd,thd,no_sheath,2.17,
2014-03-15_the,the,no_sheath,-0.11,
2014-03-16_tha,tha,no_sheath,-0.99,
2014-03-16_thd,thd,no_sheath,0.67,
2014-03-16_the,the,no_sheath,0.59,
2014-03-17_tha,tha,no_sheath,-0.06,
2014-03-17_thd,thd,no_sheath,0.42,
2014-03-17_the,the,no_bg,-1.09,
2014-03-18_tha,tha,no_bg,-2.36,
2014-03-18_thd,thd,no_bg,-3.11,
2014-03-18_the,the,no_bg,-0.79,
2014-03-19_tha,tha,no_bg,-0.44,
2014-03-19_thd,thd,no_bg,0.42,
2014-03-19_the,the,no_bg,-0.02,
2014-03-20_tha,tha,no_bg,-1.44,
2014-03-20_thd,thd,no_bg,0.43,
2014-03-20_the,the,no_shell,2.11,
2014-03-21_tha,tha,no_bg,2.94,
2014-03-21_thd,thd,no_bg,-4.18,
2014-03-21_the,the,no_bg,0.94,
2014-03-22_tha,tha,no_bg,3.61,
2014-03-22_thd,thd,no_bg,4.19,
2014-03-22_the,the,no_bg,3.16,
2014-03-23_tha,tha,no_bg,-0.59,
2014-03-23_thd,thd,no_sheath,3.07,
2014-03-23_the,the,no_sheath,0.79,
2014-03-24_tha,tha,no_sheath,1.97,
2014-03-24_thd,thd,no_bg,2.6,
2014-03-24_the,the,no_bg,1.47,
2014-03-25_tha,tha,no_bg,-0.2,
2014-03-25_thd,thd,contrib,-1.21,AMBIGUOUS
2014-03-25_the,the,no_bg,2.5,
2014-03-26_tha,tha,no_bg,5.26,
2014-03-26_thd,thd,no_bg,1.94,
2014-03-26_the,the,contrib,4.37,AMBIGUOUS
2014-03-27_tha,tha,no_bg,-3.39,
2014-03-27_thd,thd,no_sheath,-1.83,
2014-03-27_the,the,no_bg,3.67,
2014-03-28_tha,tha,no_sheath,-1.03,
2014-03-28_thd,thd,no_sheath,0.66,
2014-03-28_the,the,no_bg,4.31,
2014-03-29_tha,tha,no_sheath,0.05,
2014-03-29_thd,thd,no_sheath,3.26,
2014-03-29_the,the,no_bg,-3.41,
2014-03-30_tha,tha,no_bg,1.05,
2014-03-30_thd,thd,no_bg,1.1,
2014-03-30_the,the,no_bg,0.61,
2014-03-31_tha,tha,no_sheath,-0.11,
2014-03-31_thd,thd,no_bg,-1.1,
2014-03-31_the,the,no_bg,3.55,
2014-04-01_tha,tha,no_sheath,2.95,
2014-04-01_thd,thd,no_sheath,1.63,
2014-04-01_the,the,no_bg,0.24,
2014-04-02_tha,tha,no_bg,3.43,
2014-04-02_thd,thd,no_sheath,3.25,
2014-04-02_the,the,no_sheath,0.45,
2014-04-03_tha,tha,no_sheath,1.7,
2014-04-03_thd,thd,no_bg,-0.21,
2014-04-03_the,the,no_bg,-1.94,
2014-04-04_tha,tha,no_sheath,0.58,
2014-04-04_thd,thd,no_bg,1.72,
2014-04-04_the,the,no_bg,-0.32,
2014-04-05_tha,tha,no_shell,0.69,
2014-04-05_thd,thd,no_bg,0.61,
2014-04-05_the,the,no_bg,-1.85,
2014-04-06_tha,tha,no_bg,2.79,
2014-04-06_thd,thd,no_bg,6.47,
2014-04-06_the,the,no_bg,4.12,
2014-04-07_tha,tha,no_bg,0.97,
2014-04-07_thd,thd,no_bg,-1.27,
2014-04-07_the,the,no_bg,-0.41,
2014-04-08_tha,tha,no_sheath,1.0,
2014-04-08_thd,thd,no_sheath,2.93,
2014-04-08_the,the,no_sheath,0.5,
2014-04-09_tha,tha,no_sheath,-1.47,
2014-04-09_thd,thd,no_sheath,0.02,
2014-04-09_the,the,no_sheath,0.68,
2014-04-10_tha,tha,no_sheath,-0.44,
2014-04-10_thd,thd,no_sheath,1.5,
2014-04-10_the,the,no_sheath,0.46,
2014-04-11_tha,tha,no_sheath,0.58,
2014-04-11_thd,thd,no_sheath,-5.34,
2014-04-11_the,the,no_sheath,4.11,
2014-04-12_tha,tha,no_bg,-8.03,
2014-04-12_thd,thd,no_bg,-2.37,
2014-04-12_the,the,no_bg,-7.73,
2014-04-13_tha,tha,no_bg,-5.19,
2014-04-13_thd,thd,no_sheath,-2.61,
2014-04-13_the,the,no_sheath,-2.24,
2014-04-14_tha,tha,no_sheath,-1.33,
2014-04-14_thd,thd,no_sheath,0.86,
2014-04-14_the,the,no_sheath,-0.88,
2014-04-15_tha,tha,no_sheath,-1.34,
2014-04-15_thd,thd,no_sheath,-1.22,
2014-04-15_the,the,no_sheath,-1.81,
2014-04-16_tha,tha,no_sheath,1.11,
2014-04-16_thd,thd,no_sheath,-1.88,
2014-04-16_the,the,no_sheath,-1.49,
2014-04-17_tha,tha,no_bg,4.91,
2014-04-17_thd,thd,no_bg,1.42,
2014-04-17_the,the,no_bg,-1.19,
2014-04-18_tha,tha,no_sheath,4.17,
2014-04-18_thd,thd,no_sheath,4.42,
2014-04-18_the,the,no_sheath,1.83,
2014-04-19_tha,tha,no_bg,2.09,
2014-04-19_thd,thd,no_bg,-0.42,
2014-04-19_the,the,no_sheath,3.52,
2014-04-20_tha,tha,no_bg,0.7,
2014-04-20_thd,thd,no_bg,4.14,
2014-04-20_the,the,no_sheath,4.42,
2014-04-21_tha,tha,no_sheath,-1.45,
2014-04-21_thd,thd,no_bg,3.49,
2014-04-21_the,the,no_bg,1.87,
2014-04-22_tha,tha,no_sheath,0.68,
2014-04-22_thd,thd,no_sheath,0.49,
2014-04-22_the,the,no_sheath,2.34,
2014-04-23_tha,tha,no_sheath,-0.15,
2014-04-23_thd,thd,no_sheath,-0.2,
2014-04-23_the,the,no_sheath,1.21,
2014-04-24_tha,tha,no_sheath,-0.98,
2014-04-24_thd,thd,no_sheath,-2.64,
2014-04-24_the,the,no_sheath,0.55,
2014-04-25_tha,tha,no_sheath,0.7,
2014-04-25_thd,thd,no_sheath,-1.64,
2014-04-25_the,the,no_sheath,-3.06,
2014-04-26_tha,tha,no_sheath,-2.13,
2014-04-26_thd,thd,no_sheath,-2.28,
2014-04-26_the,the,no_sheath,-2.34,
2014-04-27_tha,tha,no_sheath,0.07,
2014-04-27_thd,thd,no_sheath,0.93,
2014-04-27_the,the,no_sheath,1.13,
2014-04-28_tha,tha,no_sheath,-3.02,
2014-04-28_thd,thd,no_sheath,-3.52,
2014-04-28_the,the,no_sheath,-1.67,
2014-04-29_tha,tha,no_sheath,-0.98,
2014-04-29_thd,thd,no_sheath,0.72,
2014-04-29_the,the,no_sheath,0.95,
2014-04-30_tha,tha,no_sheath,-0.08,
2014-04-30_thd,thd,no_bg,-8.46,
2014-04-30_the,the,no_bg,-9.11,
2014-05-01_tha,tha,no_sheath,3.5,
2014-05-01_thd,thd,no_sheath,0.55,
2014-05-01_the,the,no_sheath,3.66,
2014-05-02_tha,tha,no_sheath,1.64,
2014-05-02_thd,thd,no_sheath,0.19,
2014-05-02_the,the,no_sheath,1.67,
2014-05-03_tha,tha,no_sheath,1.13,
2014-05-03_thd,thd,no_bg,-5.33,
2014-05-03_the,the,no_sheath,1.7,
2014-05-04_tha,tha,no_sheath,2.22,
2014-05-04_thd,thd,no_bg,0.83,
2014-05-04_the,the,no_bg,-5.93,
2014-05-05_tha,tha,no_sheath,1.78,
2014-05-05_thd,thd,no_sheath,-3.08,
2014-05-05_the,the,no_bg,-1.12,
2014-05-06_tha,tha,no_sheath,1.5,
2014-05-06_thd,thd,no_sheath,3.95,
2014-05-06_the,the,no_sheath,1.0,
2014-05-07_tha,tha,no_sheath,0.07,
2014-05-07_thd,thd,no_sheath,-2.32,
2014-05-07_the,the,no_sheath,1.79,
2014-05-08_tha,tha,no_bg,-7.54,
2014-05-08_the,the,no_bg,-5.78,
2014-05-09_tha,tha,no_sheath,0.14,
2014-05-09_thd,thd,no_sheath,1.08,
2014-05-09_the,the,no_sheath,3.67,
2014-05-10_tha,tha,no_sheath,-2.45,
2014-05-10_thd,thd,no_sheath,2.83,
2014-05-10_the,the,no_sheath,-0.82,
2014-05-11_tha,tha,no_sheath,-5.29,
2014-05-11_thd,thd,no_sheath,-0.98,
2014-05-11_the,the,no_sheath,0.38,
2014-05-12_tha,tha,no_sheath,0.46,
2014-05-12_thd,thd,no_sheath,-1.03,
2014-05-12_the,the,no_sheath,0.26,
2014-05-13_tha,tha,no_sheath,0.22,
2014-05-13_thd,thd,no_sheath,0.78,
2014-05-13_the,the,no_sheath,-0.3,
2014-05-14_tha,tha,no_sheath,0.09,
2014-05-14_thd,thd,no_sheath,1.59,
2014-05-14_the,the,no_sheath,3.34,
2014-05-15_tha,tha,no_sheath,2.59,
2014-05-15_thd,thd,no_sheath,1.81,
2014-05-15_the,the,no_sheath,1.12,
2014-05-16_tha,tha,no_sheath,0.34,
2014-05-16_the,the,no_sheath,3.27,
2014-05-17_tha,tha,no_sheath,-0.14,
2014-05-17_the,the,no_sheath,-0.89,
2015-03-07_thd,thd,no_sheath,1.03,
2015-03-08_tha,tha,no_sheath,2.82,
2015-03-08_thd,thd,no_sheath,2.28,
2015-03-08_the,the,no_sheath,2.99,
2015-03-09_tha,tha,no_sheath,1.77,
2015-03-09_thd,thd,no_sheath,2.54,
2015-03-10_tha,tha,no_sheath,3.85,
2015-03-10_thd,thd,no_sheath,4.37,
2015-03-10_the,the,no_sheath,3.76,
