eid,grp,north,n_sw,v_sw,ratio_bg,ratio_near,ratio_v
2017-08-01_tha,NONCAND,True,4.960000038146973,419.20001220703125,2.1892449379794447,1.9999999846181562,0.3466964759041451
2017-08-02_tha,NONCAND,True,4.860000133514404,416.5,2.0054762685707708,2.3333332692317694,0.3407169813726272
2017-08-03_thd,NONCAND,True,22.200000762939453,411.0,4.889277041004729,4.939639469880818,0.29239882865961453
2017-08-05_tha,NONCAND,False,2.3399999141693115,665.5,2.294420057483333,3.025641136620881,0.3447871276259333
2017-08-06_tha,NONCAND,False,2.5799999237060547,613.4000244140625,2.360072501428663,0.70542637744952,0.2406755469133864
2017-08-09_tha,NONCAND,False,4.670000076293945,397.0,3.7632404504936847,0.8222697938470649,0.21498820883801362
2017-08-12_the,NONCAND,True,5.289999961853027,529.5499877929688,4.345973934944989,5.998109684085015,0.3504063785456839
2017-08-16_the,NONCAND,False,9.119999885559082,396.79998779296875,5.051120603935182,3.967105312938506,0.31795558446316824
2017-08-17_thd,NONCAND,True,10.859999656677246,409.1000061035156,3.5583579765067683,3.2127072838854063,0.2937388090714861
2017-08-18_thd,NONCAND,True,5.380000114440918,567.5,2.6375057411015366,3.866170921478039,0.2029825218973706
2017-08-21_the,NONCAND,False,2.430000066757202,568.2999877929688,5.178279106517079,3.0082303700324924,0.21104080409175058
2017-08-22_thd,NONCAND,False,6.440000057220459,501.79998779296875,3.300845075386547,6.548136587781463,0.1770774607671528
2017-08-25_the,NONCAND,False,6.449999809265137,339.5,7.465959222659302,4.181395472486495,0.2246054310861849
2017-08-30_tha,REJ,True,6.325000047683716,360.0500030517578,5.173396195925112,3.8181817893968226,0.2152832356277825
2017-09-01_tha,NONCAND,False,3.7899999618530273,564.7999877929688,2.904433402959108,2.68073881326176,0.23544549775478585
2017-09-02_tha,NONCAND,False,3.680000066757202,598.9000244140625,0.8843693883766669,2.119565178941239,0.8660031238095394
2017-09-03_tha,NONCAND,True,2.8249999284744263,515.7999877929688,3.7756078545125065,3.812389477056051,0.18588872301504686
2017-09-04_tha,NONCAND,False,4.710000038146973,478.0,3.2289037017749074,3.961783407403388,0.21293073518505656
2017-09-07_tha,NONCAND,False,2.8950001001358032,500.95001220703125,3.968210033666432,4.9395507790584166,0.17744923433442197
2017-09-08_tha,NONCAND,False,2.5799999237060547,669.2999877929688,4.3206929590001355,5.434108687825423,0.14272425906300956
2017-09-11_tha,REJ,True,3.6700000762939453,612.5,4.070084406671667,2.3896457268895093,0.10906617456552933
2017-09-14_tha,NONCAND,True,3.9800000190734863,615.2000122070312,8.123158171557144,3.0201004880392346,0.2205548038050141
2017-09-15_tha,NONCAND,False,3.465000033378601,676.2999877929688,2.679290305305481,3.4805194469913796,0.1944117995046974
2017-09-15_thd,NONCAND,False,3.640000104904175,650.5999755859375,3.1262905142092556,3.0796702409147625,0.1899604622386
2017-09-16_tha,NONCAND,False,3.5199999809265137,676.25,2.955003776089732,3.4176136548823313,0.15406020300225276
2017-09-17_the,NONCAND,False,2.2799999713897705,667.5999755859375,3.703843129775103,0.9298245730712695,0.3097320359065193
2017-09-18_tha,NONCAND,False,3.680000066757202,634.2000122070312,2.3041613305933337,3.3369564612049247,0.22693527732836558
2017-09-18_the,NONCAND,False,3.490000009536743,645.4000244140625,3.553677415291211,6.510028635505882,0.302927190754432
2017-09-19_the,NONCAND,True,3.0049999952316284,509.4499969482422,5.070807898216451,0.5690515816018135,0.1524550341948731
2017-09-20_the,NONCAND,False,4.849999904632568,454.15000915527344,3.9041124698621705,0.4907216591337864,0.2058702742566947
2017-09-22_the,NONCAND,False,6.929999828338623,359.29998779296875,5.972217250867889,4.242424347512324,0.22649077270034795
2017-09-23_the,NONCAND,False,7.679999828338623,343.29998779296875,5.982033545370653,0.3815104251940892,0.1788737390941657
2017-09-27_tha,NONCAND,False,8.09000015258789,504.20001220703125,1.9080135754180725,4.6526575142225965,0.6980661588635404
2017-09-27_thd,NONCAND,False,5.840000152587891,625.9000244140625,2.5288239889582806,4.335616325074906,0.3010581758924112
2017-09-27_the,NONCAND,False,9.875,504.0500030517578,2.640053278283228,5.056202531645569,0.698114010050609
2017-09-28_the,NONCAND,False,3.0299999713897705,672.3999938964844,5.306794748590754,0.6699670030257127,0.25303734777009046
2017-10-12_the,NONCAND,False,9.260000228881836,504.79998779296875,4.32162057893179,0.4913606789996183,0.18960271589524538
2017-11-07_thd,NONCAND,False,26.760000228881836,409.0,4.747653857851351,3.3452914512079053,0.38053864196926573
2018-08-17_thd,NONCAND,False,7.449999809265137,450.8999938964844,2.7751861873136736,0.5114094090662555,0.3404913377521668
2018-08-26_tha,NONCAND,False,20.6200008392334,387.3999938964844,1.4069539967323474,1.8709989539182923,0.1641468493436003
2018-08-26_thd,NONCAND,False,11.130000114440918,453.29998779296875,2.8271655968463114,2.01257859565846,0.24482972598001285
