eid,grp,north,dp,cone,shear,bz,ma,sza,mp0,bs0,thick,n_bg,b_bg,t_bg,v_bg,dn,eb,beta_near,t_near,n_near,r_nb,peak,shape,flux
2018-11-05_the,NONCAND,False,1.86,29.2,120.39999999999998,-0.27,15.4,21.0,10.342538218705178,13.222714447997143,2.8801762292919655,14.370758533477783,15.226447105407715,359.67231231820494,212.77581787109375,0.1983,3.1468,0.2922,473.4,2.85,-0.684,nan,nan,nan
2018-11-06_thd,NONCAND,False,1.52,53.3,106.19999999999999,-0.62,12.5,20.1,10.617115312594457,13.592880392408432,2.975765079813975,12.295058250427246,15.9892578125,280.20779608103777,131.3175506591797,1.0563,1.7122,2.1367,309.5,12.99,-0.654,nan,nan,nan
2018-11-07_thd,NONCAND,True,2.46,59.6,86.80000000000001,0.14,10.9,20.1,9.948133106779805,12.752948158981575,2.8048150522017696,32.850555419921875,19.559906005859375,192.9156114729313,104.72049713134766,0.2802,2.875,0.4878,331.5,9.2,-0.806,nan,nan,nan
2018-11-07_the,NONCAND,False,2.22,37.0,145.3,-2.24,10.2,20.8,9.824553448608222,12.604980270895414,2.7804268222871915,31.810537338256836,17.18821907043457,267.5776443740557,104.99650573730469,0.7508,2.6444,1.2072,300.1,23.88,-0.758,nan,nan,nan
2018-11-08_thd,NONCAND,True,2.45,63.5,77.10000000000002,0.52,11.2,20.0,9.958587520507777,12.762695222131539,2.804107701623762,32.769779205322266,19.544147491455078,192.24478626551323,105.498046875,0.2746,2.8743,0.477,332.0,9.0,-0.804,nan,nan,nan
2018-11-09_thd,NONCAND,False,1.96,87.2,144.8,-2.19,14.0,20.4,10.018687989562597,12.815997684607561,2.797309695044964,16.1671142578125,19.912338256835938,241.87350786205073,78.10759735107422,1.0595,2.337,0.7082,225.7,17.13,-0.854,nan,nan,nan
2018-11-09_the,NONCAND,False,2.5,55.6,132.2,-2.99,9.8,22.1,9.560828024577292,12.272184873498109,2.7113568489208166,39.47490119934082,15.528071403503418,201.99055110543685,115.70259094238281,1.0575,2.4079,1.8653,157.5,41.74,-0.338,nan,nan,nan
2018-11-10_thd,NONCAND,False,2.16,54.9,106.0,-0.83,10.0,20.9,10.041083221831268,12.885220044414975,2.8441368225837067,12.15920352935791,19.818894386291504,395.93513084752726,148.83383178710938,0.902,2.0849,0.8753,364.5,10.97,-0.518,nan,nan,nan
2018-11-11_the,A,True,2.74,55.2,43.19999999999999,1.77,12.3,23.5,9.805160655756046,12.555048388472594,2.749887732716548,21.405447959899902,20.863978385925293,467.6178752737514,167.24363708496094,0.415,2.3979,0.6713,572.2,8.88,-0.82,1.0,0.88,0.205
2018-11-12_thd,NONCAND,False,2.54,77.3,133.60000000000002,-1.2,13.3,20.5,9.752560510467806,12.479999766965879,2.727439256498073,10.58680534362793,17.074273109436035,424.63454794307916,155.30323791503906,1.2577,1.5991,3.9406,519.8,13.31,-0.67,nan,nan,nan
2018-11-19_thd,NONCAND,True,3.84,80.5,80.80000000000001,0.56,13.4,21.4,9.303515151084891,11.904727420421441,2.60121226933655,75.04167938232422,27.212265968322754,136.70018357313896,87.88973999023438,1.2305,0.9435,8.092,138.4,92.34,-0.688,nan,nan,nan
2018-12-07_thd,NONCAND,False,6.58,55.4,98.5,-0.75,9.2,28.3,8.490096242879428,10.907627077473773,2.417530834594345,79.42806243896484,23.91261863708496,190.76285880764402,152.07066345214844,0.9037,2.1054,2.339,215.4,71.78,-0.578,nan,nan,nan
2019-10-04_thd,NONCAND,False,2.52,22.4,125.10000000000002,-0.33,22.0,27.9,9.870132354548437,12.601242841289967,2.73111048674153,17.124391555786133,7.04477596282959,159.84123097945982,229.40093994140625,3.0333,2.1752,17.7361,198.0,51.94,-0.257,nan,nan,nan
2019-10-11_thd,NONCAND,False,1.6,48.4,120.10000000000002,-0.96,12.8,25.0,10.491245649058163,13.428755515689067,2.9375098666309043,13.887378692626953,14.471415042877197,247.86753693871566,167.56230926513672,0.8374,2.6345,1.0407,307.8,11.63,-0.739,nan,nan,nan
2019-10-16_tha,NONCAND,True,5.04,67.2,4.600000000000023,3.82,13.6,19.9,8.961149478045689,11.465436107349161,2.504286629303472,60.25346755981445,22.50391960144043,156.1063269876848,111.84214782714844,1.6267,1.5292,5.8324,172.8,98.02,-0.36,nan,nan,nan
2019-10-18_thd,NONCAND,False,1.32,35.4,144.8,-0.72,13.5,22.2,10.83442381470378,13.862935080604002,3.0285112659002227,17.298749923706055,10.341746807098389,146.8247853263315,149.7969207763672,1.231,2.0293,3.274,168.0,21.29,-0.756,nan,nan,nan
2019-10-22_thd,A,True,1.83,63.1,57.10000000000002,0.31,28.5,13.9,10.40622071363699,13.278500978479038,2.872280264842047,48.90803527832031,9.05526876449585,162.91967060628218,87.4000358581543,0.6676,4.1707,1.2376,146.8,32.65,-0.84,0.577,0.992,0.475
2019-10-24_thd,NONCAND,False,5.03,64.8,109.80000000000001,-2.04,9.2,14.4,8.701374096886385,11.179065701408058,2.4776916045216737,19.910770416259766,19.199825286865234,392.494368346232,242.40596771240234,2.1571,2.2578,3.3276,355.1,42.95,-0.602,nan,nan,nan
2019-10-24_the,NONCAND,False,4.27,62.8,93.80000000000001,-0.41,9.2,16.0,9.10318234527156,11.695287709340446,2.592105364068887,34.09111404418945,29.66916847229004,465.04888982071554,156.26568603515625,0.9169,1.669,2.3512,442.6,31.26,-0.642,nan,nan,nan
2019-10-25_tha,NONCAND,False,3.79,66.1,109.69999999999999,-1.92,9.3,18.9,9.095824397303355,11.68393821570702,2.5881138184036647,17.132036209106445,26.950255393981934,431.1844447396912,153.7327880859375,1.3274,1.8945,1.0528,327.6,22.74,-0.594,nan,nan,nan
2019-10-25_the,NONCAND,False,3.9,64.5,102.19999999999999,-1.23,9.3,18.6,9.135649369024188,11.735094932097285,2.599445563073097,32.909549713134766,26.728971481323242,458.25928529508104,178.65493774414062,0.9423,1.8422,2.3601,446.3,31.01,-0.612,nan,nan,nan
2019-10-26_tha,NONCAND,False,3.71,86.8,105.60000000000002,-1.03,12.6,19.0,9.22800015145127,11.813653705722999,2.585653554271728,17.319454193115234,16.900336265563965,425.47197759342373,192.22602081298828,0.9994,3.0477,1.0233,400.6,17.31,-0.722,nan,nan,nan
2019-10-27_thd,A,True,1.46,84.9,89.30000000000001,0.03,11.9,14.7,10.765092328234529,13.788208640681002,3.023116312446474,9.666158676147461,15.69732666015625,402.74661657722766,154.22482299804688,0.6106,2.9747,0.4074,392.9,5.9,-0.919,0.759,0.841,0.309
2019-10-29_the,A,True,2.79,62.2,3.6000000000000227,1.36,9.3,17.0,9.773713564182993,12.554713067656335,2.7809995034733426,58.53159713745117,28.276018142700195,194.6671247518572,96.35721588134766,0.8023,1.6457,1.842,217.1,46.96,-0.808,1.0,0.928,0.71
2019-10-30_tha,NONCAND,False,6.74,68.0,106.89999999999998,-2.44,9.1,20.5,8.281117930930208,10.640926529913704,2.3598085989834967,13.016357421875,47.925071716308594,195.68681110743773,81.78911590576172,1.3744,1.6598,0.1876,175.9,17.89,-0.858,nan,nan,nan
2019-10-30_thd,A,True,1.82,70.0,88.10000000000002,0.39,3.8,14.8,10.415754196950296,13.87516952549804,3.4594153285477436,23.356030464172363,43.09287643432617,77.88970702786051,75.54574203491211,0.7562,1.4063,0.1172,60.4,17.66,0.091,1.0,0.976,0.472
2019-10-30_the,NONCAND,True,8.05,84.2,82.89999999999998,1.08,9.5,17.5,8.322158826555759,10.686827639946221,2.3646688133904625,23.16034698486328,65.9113998413086,110.38380853987498,50.86634826660156,8.7884,1.0434,3.0367,172.8,203.54,-0.668,nan,nan,nan
2019-10-31_the,NONCAND,True,8.68,80.2,67.19999999999999,3.0,9.5,16.6,8.244951386474352,10.587682379459412,2.342730992985061,23.036468505859375,70.81598281860352,155.47631087051292,44.934146881103516,8.5105,1.018,2.6113,171.1,196.05,-0.734,nan,nan,nan
2019-11-01_the,NONCAND,True,2.06,36.6,54.30000000000001,1.32,11.9,16.8,10.229229661992633,13.101861880280612,2.872632218287979,38.44498825073242,15.90138053894043,221.28059641562584,85.21983337402344,0.9842,2.3871,2.1855,220.5,37.84,-0.899,nan,nan,nan
2019-11-02_thd,A,True,0.91,53.0,50.10000000000002,1.44,12.1,15.0,11.58305907948316,14.833669250171637,3.2506101706884767,23.29909896850586,11.766384601593018,152.21644437620728,101.4709701538086,0.4171,3.1737,0.3621,137.6,9.72,-0.889,1.0,0.885,0.145
2019-11-03_tha,A,True,1.63,74.2,22.399999999999977,2.4,15.3,20.5,10.615542329921213,13.572228671956006,2.956686342034793,29.206815719604492,12.994241714477539,139.65917142968044,72.00714111328125,0.7969,3.344,0.5149,123.5,23.27,-0.805,1.0,0.959,0.546
2019-11-03_thd,A,True,1.89,78.3,52.19999999999999,1.48,18.1,15.7,10.365140639368805,13.241656206673,2.876515567304194,43.409629821777344,9.550477027893066,132.85664649955126,84.68195343017578,0.7156,4.3897,0.786,122.3,31.06,-0.915,1.0,0.987,0.481
2019-11-03_the,A,True,1.81,67.2,47.69999999999999,1.33,17.3,17.8,10.43568174644562,13.33426043407618,2.8985786876305593,49.13283920288086,12.72274398803711,129.14152093641468,73.06549072265625,0.855,2.8512,1.4914,115.2,42.01,-0.738,1.0,0.967,0.773
2019-11-04_thd,NONCAND,False,1.82,76.9,171.8,-0.9,15.4,15.9,10.296112351591773,13.163359967417998,2.8672476158262246,24.59765338897705,14.530961036682129,178.57863832369515,96.01740646362305,0.8313,1.8162,3.4394,289.4,20.45,-0.659,nan,nan,nan
2019-11-04_the,NONCAND,False,1.82,76.9,171.8,-0.9,15.4,17.6,10.296112351591773,13.163359967417998,2.8672476158262246,29.503860473632812,15.7279634475708,174.57375990016988,88.23450088500977,1.4575,1.1857,8.9007,172.7,43.0,-0.176,nan,nan,nan
2019-11-05_tha,NONCAND,False,1.6,87.2,122.5,-1.63,8.6,21.3,10.403893100935377,13.381015773011448,2.977122672076071,21.9739990234375,19.718679428100586,183.93136009341234,125.25027465820312,1.0916,1.1093,4.234,206.8,23.99,-0.282,nan,nan,nan
2019-11-05_thd,NONCAND,False,1.83,78.8,154.2,-0.62,16.1,15.4,10.323337992819305,13.195112518293353,2.8717745254740485,24.22394561767578,14.611937522888184,178.49585275569257,95.87760162353516,0.871,1.7544,3.3285,266.7,21.1,-0.659,nan,nan,nan
2019-11-05_the,NONCAND,False,1.83,77.4,167.39999999999998,-0.88,15.8,17.6,10.290761607758153,13.154729534595313,2.8639679268371605,30.006702423095703,14.657560348510742,175.26671716104553,81.59237670898438,1.4279,1.2764,8.7673,172.7,42.85,-0.184,nan,nan,nan
2019-11-06_tha,NONCAND,False,1.56,49.5,104.69999999999999,-0.53,12.6,21.4,10.587845321165695,13.554522763454846,2.9666774422891518,17.73723602294922,13.244474411010742,152.81447991552102,160.99520111083984,1.0605,1.6452,2.9636,179.2,18.81,-0.55,nan,nan,nan
2019-11-06_thd,NONCAND,False,1.31,23.9,134.0,-0.54,15.9,15.9,10.870432552481743,13.895275209117832,3.024842656636089,12.816767692565918,7.551286220550537,155.4316367750546,128.77223205566406,1.2052,3.5446,2.0165,236.7,15.45,-0.691,nan,nan,nan
2019-11-06_the,NONCAND,True,1.53,39.8,64.30000000000001,0.62,12.8,17.5,10.696168792767612,13.69147470169086,2.995305908923248,25.23689079284668,11.94505500793457,207.71836204733873,91.50111389160156,0.9238,3.0705,1.1435,196.2,23.31,-0.686,nan,nan,nan
2019-11-07_thd,NONCAND,False,0.94,87.6,108.89999999999998,-0.81,12.5,16.0,11.393616715448875,14.587019608454886,3.193402893006011,15.691729545593262,4.730480670928955,161.9121060499149,147.2844467163086,0.2479,8.1597,0.2526,226.8,3.89,-0.901,nan,nan,nan
2019-11-08_the,NONCAND,False,1.36,52.8,131.0,-1.78,11.9,18.4,10.643215555361106,13.631587924074505,2.9883723687133994,44.56520080566406,11.835210800170898,127.20529553727025,107.04940032958984,0.6541,2.6934,1.5954,143.9,29.15,-0.733,nan,nan,nan
2019-11-09_the,NONCAND,False,1.35,72.6,122.89999999999998,-1.35,11.8,18.2,10.712647399427155,13.722098098868985,3.00945069944183,31.589078903198242,14.371491432189941,141.3481494573205,68.34291076660156,0.8069,1.9468,2.3224,163.3,25.49,-0.737,nan,nan,nan
2019-11-10_the,NONCAND,False,1.33,66.0,122.10000000000002,-1.31,12.1,18.2,10.741593825095638,13.756059511376021,3.014465686280383,32.02086639404297,13.93310260772705,143.85030991565213,69.88473510742188,0.8083,1.9347,2.5355,159.1,25.88,-0.732,nan,nan,nan
2019-11-23_tha,NONCAND,False,1.64,50.5,101.19999999999999,-0.87,7.3,21.6,10.464407622981058,13.504122643636093,3.0397150206550343,11.571317672729492,22.6502685546875,287.3735238927195,123.19874572753906,1.6157,1.6783,0.9835,191.8,18.7,-0.727,nan,nan,nan
2019-11-24_tha,NONCAND,False,1.56,58.6,114.0,-1.88,7.8,21.4,10.411159983235187,13.415405943879666,3.0042459606444787,11.943032264709473,23.94203758239746,281.2029883930679,128.30271911621094,0.0878,2.1643,0.0561,363.3,1.05,-0.841,nan,nan,nan
2019-11-27_tha,NONCAND,False,1.49,56.0,97.10000000000002,-0.38,9.5,21.8,10.68151994872696,13.716580637759282,3.0350606890323224,19.740880012512207,15.608165740966797,173.05566868314773,113.85842514038086,0.4472,3.0673,0.2056,149.1,8.83,-0.735,nan,nan,nan
2019-11-28_tha,NONCAND,True,2.13,54.1,63.30000000000001,1.15,11.4,21.6,10.179337753081464,13.043275165867703,2.863937412786239,39.6855583190918,18.47950553894043,126.91868104098138,103.93878173828125,1.4668,1.4493,4.0567,123.2,58.21,-0.324,nan,nan,nan
2019-11-28_thd,NONCAND,True,2.03,79.3,81.80000000000001,0.53,10.5,17.6,10.242714574026314,13.136107245362659,2.893392671336345,32.219974517822266,19.23699188232422,173.24364197609367,92.28775787353516,1.5486,1.722,2.7921,149.5,49.9,-0.657,nan,nan,nan
2019-11-29_tha,NONCAND,False,2.22,82.4,106.19999999999999,-1.08,10.1,21.3,9.969089512180906,12.791213559226446,2.8221240470455395,23.247175216674805,19.895078659057617,140.88558595933495,119.4608154296875,0.8047,2.8509,0.3218,140.7,18.71,-0.613,nan,nan,nan
2019-11-30_tha,NONCAND,False,2.26,78.0,99.5,-0.62,10.5,21.3,9.998449819426629,12.822841851751056,2.824392032324427,23.718488693237305,21.71592903137207,142.5187100155956,107.4114990234375,0.7693,2.6138,0.3197,141.2,18.25,-0.614,nan,nan,nan
2019-12-01_tha,NONCAND,True,3.36,48.1,63.0,1.58,15.0,20.8,9.504642620882985,12.153269697902376,2.648627077019391,12.246641159057617,7.720158100128174,151.31054061716029,236.700439453125,3.7815,4.8422,2.1693,160.6,46.31,-0.356,nan,nan,nan
2019-12-02_the,A,True,1.62,46.5,45.60000000000002,1.33,15.7,19.0,10.612515387686479,13.56647712176516,2.953961734078682,46.18452072143555,10.134023666381836,151.44398538435766,83.56477355957031,0.7941,3.3996,1.6748,143.2,36.68,-0.626,1.0,0.954,0.707
2019-12-03_thd,NONCAND,False,1.53,69.8,116.30000000000001,-0.85,17.9,16.6,10.577037648369089,13.512957034415601,2.9359193860465123,38.435787200927734,8.5278902053833,125.4216939862292,78.83870697021484,0.8312,3.3223,1.9603,128.5,31.95,-0.729,nan,nan,nan
2019-12-03_the,NONCAND,False,1.52,59.0,133.0,-1.27,18.9,19.2,10.532366098505925,13.45296377284844,2.920597674342515,51.247947692871094,9.646352767944336,128.58533114646352,84.72869873046875,0.2287,4.8064,0.3009,156.3,11.72,-0.681,nan,nan,nan
2019-12-04_tha,NONCAND,False,2.6,89.1,120.39999999999998,-0.58,22.3,21.2,9.793222888731671,12.502606060078,2.709383171346328,56.16580009460449,14.223160743713379,113.85767355915672,83.57265090942383,1.1295,1.1066,13.44,122.7,63.44,-0.107,nan,nan,nan
2019-12-04_the,BORD,True,2.12,75.5,58.69999999999999,1.03,21.4,18.9,10.181629567579547,12.999919572829175,2.8182900052496276,64.31784057617188,10.087372779846191,138.1980700644127,78.14958953857422,0.5016,4.9397,0.5625,117.4,32.26,-0.797,0.761,0.756,0.4
2019-12-05_the,BORD,True,2.0,78.0,66.5,0.9,19.0,19.1,10.277901516655492,13.127812712825062,2.84991119616957,64.43824005126953,10.485072135925293,138.09103167883828,72.07492065429688,0.6924,4.2867,0.9651,122.1,44.62,-0.81,0.253,0.871,0.42
2019-12-06_thd,NONCAND,True,1.16,54.2,73.39999999999998,0.58,10.5,16.2,11.153871585722765,14.304650616995811,3.1507790312730464,21.55568504333496,11.29826307296753,168.8277337989548,93.36351776123047,1.6639,1.7914,6.1694,169.2,35.87,-0.249,nan,nan,nan
2019-12-08_the,NONCAND,True,1.82,29.3,48.80000000000001,0.56,10.4,18.9,10.41783186727086,13.362198573826955,2.944366706556096,25.901058197021484,22.543827056884766,145.5151558022179,54.992645263671875,1.6639,0.9737,6.3129,171.2,43.1,-0.476,nan,nan,nan
2019-12-09_thd,A,True,1.19,46.6,88.30000000000001,0.04,8.8,15.7,11.103966639846467,14.275852559822383,3.1718859199759155,28.397445678710938,14.575178146362305,157.96446005053056,81.29144287109375,0.8019,2.6355,0.7524,121.7,22.77,-0.775,0.759,0.986,0.605
2019-12-09_the,NONCAND,True,1.95,52.0,69.5,1.13,9.9,18.6,10.316252295896268,13.240058824497659,2.923806528601391,59.38938522338867,11.759615898132324,161.30884239464143,93.05106353759766,1.3654,1.0875,31.8785,152.9,81.09,-0.478,nan,nan,nan
2019-12-10_thd,NONCAND,True,1.58,87.7,60.60000000000002,2.88,7.2,16.3,10.676658826092162,13.782652117430384,3.1059932913382227,17.465517044067383,28.946067810058594,195.06740032178607,85.82843780517578,1.1015,1.5156,0.6726,167.1,19.24,-0.646,nan,nan,nan
2019-12-11_thd,NONCAND,False,1.12,80.0,139.0,-0.74,12.7,16.0,11.104773288399457,14.21583687820147,3.111063589802013,12.649435997009277,18.805688858032227,187.23933142484455,68.41304016113281,0.9055,1.4147,1.8391,259.0,11.45,-0.661,nan,nan,nan
2019-12-11_the,NONCAND,False,2.48,80.0,100.89999999999998,-0.76,8.9,17.9,9.844638983018811,12.654450088492556,2.809811105473745,10.282373905181885,5.740131616592407,146.6712714391735,397.0238952636719,2.0452,8.2766,0.8199,248.5,21.03,-0.725,nan,nan,nan
2019-12-14_thd,NONCAND,True,2.11,43.0,77.80000000000001,0.9,7.8,15.8,10.190996301167255,13.131711795120387,2.9407154939531317,31.72776222229004,21.220630645751953,168.93615807532802,102.61618041992188,1.5712,0.9725,8.2329,179.3,49.85,-0.216,nan,nan,nan
2019-12-18_thd,NONCAND,True,3.6,78.5,68.4,1.71,12.0,16.2,9.407249119564561,12.048138325525654,2.640889205961093,19.600322723388672,23.818496704101562,371.9133227518144,81.369384765625,1.8537,1.4767,4.0038,340.6,36.33,-0.569,nan,nan,nan
2019-12-18_the,NONCAND,False,3.42,68.8,126.80000000000001,-3.43,8.7,17.8,9.063618891864175,11.65490502270159,2.591286130837414,32.430341720581055,39.38918876647949,219.01969114539543,114.71241760253906,1.0635,1.1539,2.3946,334.6,34.49,-0.605,nan,nan,nan
2019-12-19_thd,NONCAND,True,3.49,79.2,77.80000000000001,0.94,11.7,14.6,9.445353104710845,12.09974986746938,2.6543967627585356,23.08287811279297,26.551565170288086,323.8425986058327,67.30732727050781,1.5332,1.3169,3.9612,335.8,35.39,-0.581,nan,nan,nan
2019-12-22_thd,NONCAND,True,0.85,71.9,74.0,1.19,6.6,25.0,11.700054841148205,15.139161876616816,3.439107035468611,17.05579376220703,18.61026954650879,127.98485670408205,86.0326156616211,1.0594,1.6726,0.9391,127.9,18.07,-0.765,nan,nan,nan
2019-12-26_the,NONCAND,True,2.0,76.0,87.60000000000002,0.13,13.0,24.7,10.264992193121621,13.137975215220159,2.8729830220985377,35.9110107421875,14.607943534851074,206.22319297549984,99.94464874267578,1.1745,2.105,3.4366,201.3,42.18,-0.782,nan,nan,nan
2019-12-29_thd,NONCAND,False,1.68,79.5,98.10000000000002,-0.65,9.6,28.2,10.454094853855523,13.422554137114219,2.968459283258696,35.97617149353027,17.247583389282227,94.04356125548142,92.50314712524414,1.6772,1.3498,4.9088,107.3,60.34,-0.59,nan,nan,nan
2020-11-22_tha,NONCAND,False,3.41,47.4,98.39999999999998,-0.68,6.6,15.5,9.387339424550667,12.146648290844476,2.759308866293809,27.613847732543945,33.65293502807617,300.1700054905688,155.67514038085938,1.4621,0.8111,8.6462,371.4,40.37,-0.321,nan,nan,nan
2020-11-22_thd,NONCAND,False,3.41,47.4,98.39999999999998,-0.68,6.6,17.3,9.387339424550667,12.146648290844476,2.759308866293809,34.583194732666016,34.531572341918945,295.1687558560403,163.0048599243164,1.2783,1.1637,3.6527,324.3,44.21,-0.378,nan,nan,nan
2020-12-06_tha,NONCAND,False,2.36,42.1,137.7,-2.13,12.2,11.9,9.744337533459206,12.477601890121612,2.7332643566624064,16.88481330871582,30.767311096191406,153.86873558243923,62.30133628845215,2.3634,0.7926,4.624,166.9,39.91,-0.617,nan,nan,nan
2020-12-06_thd,NONCAND,False,2.58,41.1,143.7,-1.93,12.7,11.2,9.640970197287887,12.34155066420974,2.7005804669218527,24.59029769897461,28.626991271972656,145.46414435997187,71.43376922607422,1.9841,1.0126,4.2186,179.4,48.79,-0.609,nan,nan,nan
2020-12-09_tha,NONCAND,False,2.64,59.0,130.2,-1.5,11.0,10.9,9.6600164915182,12.38238477549151,2.72236828397331,23.215604782104492,13.693645477294922,172.7374770014817,169.22567749023438,0.1286,4.8255,0.0761,275.7,2.99,-0.718,nan,nan,nan
2020-12-09_thd,NONCAND,False,2.29,54.4,149.3,-1.88,10.5,10.3,9.819041137271626,12.59275326805533,2.7737121307837036,11.822330474853516,6.186863422393799,97.40798149300974,318.7095642089844,1.0105,10.4094,0.2384,201.0,11.95,-0.774,nan,nan,nan
2020-12-09_the,NONCAND,False,2.56,60.8,135.2,-1.39,10.9,12.1,9.717908946174068,12.457198860479606,2.7392899143055374,62.363380432128906,21.841297149658203,190.7994456657937,94.4188232421875,1.1834,1.6969,3.7145,162.5,73.8,-0.628,nan,nan,nan
2020-12-10_tha,NONCAND,True,6.07,86.3,50.39999999999998,3.67,11.9,10.9,8.710712181807974,11.156905422601906,2.4461932407939315,26.897777557373047,33.61367416381836,362.81494621743946,100.59522247314453,1.2486,1.7742,1.4798,379.3,33.59,-0.293,nan,nan,nan
2020-12-10_thd,NONCAND,True,6.55,87.3,57.10000000000002,3.65,11.0,10.3,8.610647868889817,11.037284995576947,2.4266371266871296,33.4308967590332,32.7213249206543,376.0247979397441,102.97087097167969,1.3207,1.8245,1.9929,403.5,44.15,-0.502,nan,nan,nan
2020-12-10_the,NONCAND,True,6.32,87.1,53.0,3.6,11.6,12.1,8.656918443132952,11.090647391672974,2.433728948540022,37.915618896484375,35.100568771362305,339.77491988328063,97.10306549072266,1.0002,2.0705,0.9933,347.3,37.92,-0.348,nan,nan,nan
2020-12-12_tha,A,True,1.68,56.7,75.39999999999998,0.97,9.3,11.1,10.54987244130642,13.55171916295554,3.0018467216491196,24.331177711486816,18.5300874710083,188.34690747598108,94.71030044555664,0.5539,2.2792,0.5241,172.6,13.48,-0.923,1.0,0.96,0.393
2020-12-13_tha,NONCAND,True,1.39,40.1,83.39999999999998,0.19,10.3,11.0,10.847447430881811,13.914849737726538,3.067402306844727,24.13761329650879,15.272542953491211,144.26386822654007,70.85157775878906,0.3009,2.9452,0.2196,143.1,7.26,-0.601,nan,nan,nan
2020-12-15_thd,NONCAND,False,1.83,30.3,171.5,-1.21,14.4,10.5,10.248603926702348,13.107744980925782,2.859141054223434,59.19659614562988,13.523491859436035,109.51096490436618,66.6068344116211,1.3476,1.4487,7.381,86.3,79.77,-0.15,nan,nan,nan
2020-12-16_tha,NONCAND,False,1.81,44.8,160.5,-1.04,15.2,10.1,10.281858012829618,13.146083528949779,2.864225516120161,27.648797035217285,9.73369836807251,102.02341557734613,81.98332214355469,2.1015,2.5417,3.6524,92.3,58.1,-0.61,nan,nan,nan
2020-12-16_thd,NONCAND,False,1.74,29.7,164.39999999999998,-1.29,14.1,10.3,10.316271804419747,13.196055885065674,2.8797840806459263,46.52540969848633,16.771881103515625,100.64826477477062,65.84487915039062,1.71,1.1893,7.0644,84.2,79.56,-0.146,nan,nan,nan
2020-12-16_the,NONCAND,False,1.74,36.1,162.5,-1.14,14.5,11.8,10.335581364053546,13.218422028111645,2.882840664058099,49.20343780517578,17.59776020050049,99.82057367401,79.89244842529297,1.9847,1.0763,11.7206,103.8,97.65,-0.386,nan,nan,nan
2020-12-17_thd,A,True,1.76,72.0,64.69999999999999,1.54,9.5,10.0,10.478129818388046,13.45539897661839,2.977269158230344,56.307865142822266,15.321059226989746,92.6317965685459,58.44462966918945,0.5267,3.0734,0.4581,83.1,29.66,-0.917,1.729,0.921,0.355
2020-12-17_the,BORD,True,1.84,71.5,59.599999999999994,1.71,10.3,11.5,10.418460974702896,13.36455602897296,2.9460950542700637,65.45242309570312,11.666664123535156,98.33117467085543,74.1991195678711,0.6904,4.217,0.5921,87.0,45.19,-0.706,0.334,0.924,0.607
2020-12-18_thd,NONCAND,False,2.17,68.3,94.10000000000002,-0.3,11.1,10.1,10.100040480471485,12.945180318255446,2.845139837783961,65.86741638183594,18.729312896728516,93.45664808889184,67.92021179199219,1.2364,1.2191,5.6239,91.6,81.44,-0.157,nan,nan,nan
2020-12-18_the,NONCAND,False,2.17,69.1,92.39999999999998,-0.18,10.9,11.7,10.115602262384618,12.967634214820642,2.8520319524360236,75.29589080810547,20.829548835754395,99.20722711316834,71.6268539428711,0.8852,1.4498,2.834,104.5,66.65,-0.557,nan,nan,nan
2020-12-20_thd,NONCAND,True,1.23,58.9,60.5,0.86,11.5,10.4,11.05881437529775,14.16897526128059,3.1101608859828396,24.2204647064209,18.639606475830078,157.4131440059101,77.25509643554688,0.3167,1.9848,0.3962,174.3,7.67,-0.756,nan,nan,nan
2020-12-21_the,NONCAND,False,1.91,64.7,102.5,-1.47,5.6,11.6,10.149377503631856,13.207460039250739,3.058082535618883,27.149688720703125,23.65043544769287,150.2735908029258,142.45799255371094,1.5492,1.8262,1.5461,169.8,42.06,-0.327,nan,nan,nan
2021-01-04_tha,NONCAND,True,1.83,27.5,35.599999999999994,1.06,8.3,7.2,10.415117624982743,13.404002387235478,2.9888847622527344,34.79814910888672,24.12042236328125,94.19786577389344,55.325172424316406,1.5857,1.2776,2.2729,105.7,55.18,-0.263,nan,nan,nan
2021-01-07_tha,NONCAND,False,1.52,51.8,117.69999999999999,-0.63,12.6,6.2,10.611177048305217,13.584391959408359,2.973214911103142,9.097084045410156,15.241889953613281,322.6288315200609,85.21761322021484,0.2611,2.8368,0.1273,303.9,2.38,-0.825,nan,nan,nan
2021-01-07_thd,NONCAND,False,1.42,44.4,106.10000000000002,-0.56,10.8,8.5,10.73578529107152,13.764060938779878,3.028275647708357,11.408960819244385,16.224294662475586,323.7913005841127,85.0166130065918,0.1296,2.8011,0.1261,483.3,1.48,-0.893,nan,nan,nan
2021-01-09_the,NONCAND,True,1.24,78.0,85.30000000000001,0.32,9.4,8.6,11.03846031241946,14.177100846918815,3.1386405344993555,30.440624237060547,21.846976280212402,122.26868305257796,40.18168258666992,1.0616,1.5188,1.439,124.1,32.32,-0.768,nan,nan,nan
2021-01-11_tha,NONCAND,False,5.19,74.6,117.60000000000002,-5.26,6.1,5.9,8.309476460237187,10.778815711581984,2.469339251344797,43.24095916748047,41.59720230102539,207.61361327363426,116.48468017578125,0.5348,1.9798,0.2436,189.2,23.12,-0.76,nan,nan,nan
